,,,Residential Fire Sprinklers,Residential Fire Sprinklers
,,,Data Collection Project,Data Collection Project
Source:,Source:,,Virginia Fire Incident Reporting System,Virginia Fire Incident Reporting System
Reporting Period:,Reporting Period:,Reporting Period:,January 2000 to September 2008,January 2000 to September 2008
Data Criteria,Data Criteria,Data Criteria,,
•,Incident Type – Structure Fire Codes,Incident Type – Structure Fire Codes,Incident Type – Structure Fire Codes,Incident Type – Structure Fire Codes
,o,111 – Building fire.,111 – Building fire.,Excludes confined fires (113-118)
,o,113 – Confined cooking fire in structure,113 – Confined cooking fire in structure,113 – Confined cooking fire in structure
,o,114 – Confined chimney fire in structure,114 – Confined chimney fire in structure,114 – Confined chimney fire in structure
,o,115 – Confined incinerator fire in structure,115 – Confined incinerator fire in structure,115 – Confined incinerator fire in structure
,o,116 – Confined boiler fire in structure,116 – Confined boiler fire in structure,116 – Confined boiler fire in structure
,o,117 – Confined compactor fire in structure,117 – Confined compactor fire in structure,117 – Confined compactor fire in structure
,o,118 – Confined trash fire in structure,118 – Confined trash fire in structure,118 – Confined trash fire in structure
•,Property Use – Residential,Property Use – Residential,Property Use – Residential,
,o,419 – 1 or 2 family dwelling,419 – 1 or 2 family dwelling,419 – 1 or 2 family dwelling
•,Aid,,,
,o,None,,
,o,Received,Received,
,o,Other Aid,Other Aid,
,o,Blank,,
Note,,,,
•,"Last database update November 21, 2008","Last database update November 21, 2008","Last database update November 21, 2008","Last database update November 21, 2008"
•,2008 data is preliminary.,2008 data is preliminary.,2008 data is preliminary.,"Final 2008 stats will be released on April 1, 2009."
•,Year 2008 data only includes incidents reported for January 2008 to September,Year 2008 data only includes incidents reported for January 2008 to September,Year 2008 data only includes incidents reported for January 2008 to September,Year 2008 data only includes incidents reported for January 2008 to September
,2008.,,,
•,OUTLIERS - If an incident response time was 12 hours or greater or response time,OUTLIERS - If an incident response time was 12 hours or greater or response time,OUTLIERS - If an incident response time was 12 hours or greater or response time,OUTLIERS - If an incident response time was 12 hours or greater or response time
,"was less than 0 minutes, then the respond time was not used in the calculation of","was less than 0 minutes, then the respond time was not used in the calculation of","was less than 0 minutes, then the respond time was not used in the calculation of","was less than 0 minutes, then the respond time was not used in the calculation of"
,average response time; 227 incidents’ response times were impacted.,average response time; 227 incidents’ response times were impacted.,average response time; 227 incidents’ response times were impacted.,average response time; 227 incidents’ response times were impacted.
•,If the incident was a fire in a structure confined to a non-combustible container,If the incident was a fire in a structure confined to a non-combustible container,If the incident was a fire in a structure confined to a non-combustible container,If the incident was a fire in a structure confined to a non-combustible container
,"(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the","(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the","(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the","(codes 113, 114, 115, 116, 117, or 118) and the fire spread was blank, then the"
,fire spread code was changed to 1 (confined to object).,fire spread code was changed to 1 (confined to object).,fire spread code was changed to 1 (confined to object).,fire spread code was changed to 1 (confined to object).
Point of Contact:,Point of Contact:,Point of Contact:,,
,Marion A. Long,Marion A. Long,,
,Manager of Information & Statistics,Manager of Information & Statistics,Manager of Information & Statistics,Manager of Information & Statistics
,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs,Virginia Department of Fire Programs
,1005 Technology Park Drive,1005 Technology Park Drive,1005 Technology Park Drive,
,"Glen Allen, VA","Glen Allen, VA",23059,
,804-259-1990,804-259-1990,,
,804-840-3714 (cell),804-840-3714 (cell),804-840-3714 (cell),
,Marion.long@vdfp.virginia.gov,Marion.long@vdfp.virginia.gov,Marion.long@vdfp.virginia.gov,
Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,1
,,,,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,,,,
,,,,,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,,,,,
,,,,REPORTED FIRES PER YEAR,REPORTED FIRES PER YEAR,REPORTED FIRES PER YEAR,REPORTED FIRES PER YEAR,REPORTED FIRES PER YEAR,,,,
,,,,,,,,Civ,,FS,Total,Inj/Death
Year,#,%,RT Avg,"%
    ",Loss Tot,Loss/Inc,Civ Inj,,FS Inj,,,
,,,,,,,,Death,,Death,Inj/Death,Per 1k Inc.
2000,"3,777",8.8%,7:55,56.3%,"$48,155,163","$12,750",194,26,107,0,327,87
2001,"3,741",8.7%,7:52,56.9%,"$47,998,062","$12,830",190,18,81,0,289,77
2002,"4,718",11.0%,7:49,51.5%,"$76,796,666","$16,277",249,24,112,0,385,82
2003,"5,081",11.8%,7:48,49.3%,"$204,634,885","$40,275",243,37,111,0,391,77
2004,"5,070",11.8%,8:33,42.4%,"$87,499,919","$17,258",234,71,96,1,402,79
2005,"5,169",12.0%,8:02,42.5%,"$107,836,293","$20,862",201,31,83,0,315,61
2006,"5,362",12.4%,7:55,43.3%,"$190,120,899","$35,457",202,40,80,0,322,60
2007,"5,888",13.7%,8:00,42.2%,"$139,928,586","$23,765",245,58,91,1,395,67
2008,"4,266",9.9%,7:31,44.4%,"$92,299,311","$21,636",159,36,81,0,276,65
Total,"43,072",100.0%,7:57,47.0%,"$995,269,784","$23,107","1,917",341,842,2,"3,102",72
Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,2,,,,,,
,,,,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,,,,,,
,,,,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,,,,,,
,,,,Reported Fires by Locality,Reported Fires by Locality,Reported Fires by Locality,,,,,,
,,,,(Jan 2000-Sep 2008 Combined),(Jan 2000-Sep 2008 Combined),(Jan 2000-Sep 2008 Combined),,,,,,
,,,,,,,,,,,,Inj/Death
,,,,,,,,Civ,FS,FS,Total,
County/City,#,%,RT Avg,"%
    ",Loss Tot,Loss/Inc,Civ Inj,,,,,Per 1k
,,,,,,,,Fatal,Inj,Fatal,Inj/Death,
,,,,,,,,,,,,Inc.
Accomack County,337,0.8%,9:02,21.7%,"$5,944,760","$17,640",4,2,0,0,6,18
Albemarle County,349,0.8%,9:41,20.1%,"$10,998,471","$31,514",3,5,2,0,10,29
Alexandria,228,0.5%,4:13,89.9%,"$1,506,925","$6,609",14,0,1,0,15,66
Alleghany County,152,0.4%,7:14,46.1%,"$2,228,740","$14,663",1,0,2,0,3,20
Amelia County,44,0.1%,13:44,6.8%,"$1,761,600","$40,036",0,0,0,0,0,0
Amherst County,265,0.6%,13:00,7.6%,"$1,997,860","$7,539",9,0,3,0,12,45
Appomattox County,68,0.2%,11:46,8.8%,"$1,581,425","$23,256",0,0,2,0,2,29
Arlington County,294,0.7%,5:54,66.4%,"$11,648,317","$39,620",4,1,9,0,14,48
Augusta County,766,1.8%,10:27,17.3%,"$8,807,506","$11,498",8,5,10,0,23,30
Bedford,183,0.4%,10:47,15.3%,"$2,365,100","$12,924",0,0,0,0,0,0
Bedford County,313,0.7%,12:08,17.3%,"$4,111,701","$13,136",1,3,0,0,4,13
Bland County,57,0.1%,18:17,10.5%,"$565,700","$9,925",0,0,1,0,1,18
Botetourt County,147,0.3%,13:23,13.6%,"$611,350","$4,159",0,2,1,0,3,20
Bristol,237,0.6%,4:09,81.4%,"$2,351,645","$9,923",17,1,26,0,44,186
Brunswick County,147,0.3%,12:15,10.9%,"$2,071,350","$14,091",0,0,0,0,0,0
Buchanan County,78,0.2%,17:50,9.0%,"$2,724,545","$34,930",3,2,0,0,5,64
Buckingham County,90,0.2%,13:44,12.2%,"$423,500","$4,706",0,1,0,0,1,11
Buena Vista,77,0.2%,6:19,44.2%,"$962,850","$12,505",1,1,1,0,3,39
Campbell County,416,1.0%,11:11,17.8%,"$2,298,270","$5,525",0,3,0,0,3,7
Caroline County,98,0.2%,12:46,6.1%,"$1,693,350","$17,279",0,0,2,0,2,20
Carroll County,165,0.4%,12:20,5.5%,"$2,581,650","$15,646",1,0,2,1,4,24
Charles City County,48,0.1%,15:04,4.2%,"$1,298,810","$27,059",0,1,0,0,1,21
Charlotte County,68,0.2%,12:29,7.4%,"$2,061,235","$30,312",0,1,1,0,2,29
Charlottesville,370,0.9%,4:55,75.1%,"$4,534,017","$12,254",29,2,9,0,40,108
Chesapeake,"1,482",3.4%,6:15,49.3%,"$27,607,978","$18,629",112,6,25,0,143,96
Chesterfield County,"1,571",3.6%,7:55,18.5%,"$28,002,405","$17,825",110,12,25,0,147,94
Clarke County,139,0.3%,11:09,13.7%,"$1,919,780","$13,811",3,0,2,0,5,36
Colonial Heights,155,0.4%,10:10,50.3%,"$1,358,685","$8,766",9,2,6,0,17,110
Covington,101,0.2%,6:06,40.6%,"$1,088,854","$10,781",7,1,7,0,15,149
Craig County,34,0.1%,7:51,41.2%,"$236,850","$6,966",0,0,0,0,0,0
Culpeper County,193,0.4%,12:39,8.3%,"$6,368,852","$32,999",2,1,1,0,4,21
Cumberland County,21,0.0%,10:14,38.1%,"$506,250","$24,107",0,0,0,0,0,0
Danville,723,1.7%,4:48,79.9%,"$6,323,114","$8,746",45,2,10,0,57,79
Dickenson County,117,0.3%,19:20,4.3%,"$2,892,720","$24,724",2,1,10,0,13,111
Dinwiddie County,115,0.3%,12:53,17.4%,"$1,701,490","$14,796",1,1,1,0,3,26
Emporia,48,0.1%,6:56,39.6%,"$830,500","$17,302",0,0,0,0,0,0
,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,3,,,,,,,
,,,,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,,,,,,
,,,,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,,,,,,
,,,,Reported Fires by Locality,Reported Fires by Locality,Reported Fires by Locality,,,,,,
,,,,(Jan 2000-Sep 2008 Combined),(Jan 2000-Sep 2008 Combined),(Jan 2000-Sep 2008 Combined),,,,,,
,,,,,,,,,,,,Inj/Death
,,,,,,,,Civ,FS,FS,Total,
County/City,#,%,RT Avg,"%
    ",Loss Tot,Loss/Inc,Civ Inj,,,,,Per 1k
,,,,,,,,Fatal,Inj,Fatal,Inj/Death,
,,,,,,,,,,,,Inc.
Essex County,45,0.1%,11:36,15.6%,"$1,750,500","$38,900",2,7,1,0,10,222
Fairfax,106,0.2%,8:39,81.1%,"$3,326,110","$31,378",4,0,0,0,4,38
Fairfax County,"3,623",8.4%,10:43,69.1%,"$134,750,299","$37,193",132,24,62,0,218,60
Fauquier County,450,1.0%,11:12,18.3%,"$10,365,125","$23,034",5,1,5,0,11,24
Floyd County,126,0.3%,15:27,6.3%,"$30,500",$242,0,2,0,0,2,16
Fluvanna County,20,0.0%,8:21,40.0%,$0,$0,0,0,0,0,0,0
Franklin,151,0.4%,5:46,55.0%,"$1,495,310","$9,903",2,2,1,0,5,33
Franklin County,443,1.0%,10:54,28.0%,"$7,996,310","$18,050",10,5,6,0,21,47
Frederick County,651,1.5%,9:47,26.7%,"$3,367,186","$5,172",8,1,11,0,20,31
Fredericksburg,116,0.3%,4:25,81.0%,"$1,666,799","$14,369",4,1,2,0,7,60
Galax,180,0.4%,10:46,8.9%,"$1,013,550","$5,631",0,0,1,0,1,6
Giles County,79,0.2%,8:43,27.8%,"$1,981,427","$25,081",2,2,0,0,4,51
Gloucester County,312,0.7%,7:49,31.8%,"$14,033,707","$44,980",15,2,7,0,24,77
Goochland County,163,0.4%,17:06,7.4%,"$1,089,656","$6,685",5,2,0,0,7,43
Grayson County,137,0.3%,15:41,7.4%,"$24,040,050","$175,475",0,0,0,0,0,0
Greene County,71,0.2%,11:35,19.7%,"$7,950",$112,1,0,0,0,1,14
Halifax County,290,0.7%,8:11,43.1%,"$5,121,128","$17,659",1,1,0,0,2,7
Hampton,891,2.1%,4:17,80.0%,"$10,095,269","$11,330",47,2,13,0,62,70
Hanover County,464,1.1%,10:11,16.6%,"$7,072,697","$15,243",7,0,13,0,20,43
Harrisonburg,27,0.1%,4:58,66.7%,"$93,205","$3,452",0,0,0,0,0,0
Henrico County,"1,900",4.4%,5:52,47.8%,"$34,214,671","$18,008",124,8,43,0,175,92
Henry County,424,1.0%,10:54,20.3%,"$10,709,150","$25,257",7,9,5,0,21,50
Hopewell,363,0.8%,4:33,76.6%,"$2,477,960","$6,826",26,2,4,0,32,88
Isle of Wight County,181,0.4%,7:26,37.4%,"$3,062,237","$16,918",4,2,6,0,12,66
James City County,424,1.0%,6:08,50.5%,"$10,807,821","$25,490",18,3,12,0,33,78
King and Queen County,30,0.1%,8:56,14.8%,$370,$12,0,0,0,0,0,0
King George County,150,0.3%,11:14,18.0%,"$3,055,380","$20,369",5,2,4,0,11,73
King William County,25,0.1%,12:10,4.0%,"$474,000","$18,960",1,0,0,0,1,40
Lancaster County,21,0.0%,7:09,33.3%,"$571,000","$27,190",0,0,0,0,0,0
