Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”,Name: “Table 1 of 1 on page 5 of 9”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,
,,,,Virginia Residential Building Fires,Virginia Residential Building Fires,Virginia Residential Building Fires,,,,,,
,,,,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,In 1-or-2 Family Dwellings,,,,,,
,,,,Reported Fires by Locality,Reported Fires by Locality,Reported Fires by Locality,,,,,,
,,,,(Jan 2000-Sep 2008 Combined),(Jan 2000-Sep 2008 Combined),(Jan 2000-Sep 2008 Combined),,,,,,
,,,,,,,,,,,,Inj/Death
,,,,,,,,Civ,FS,FS,Total,
County/City,#,%,RT Avg,"%
    ",Loss Tot,Loss/Inc,Civ Inj,,,,,Per 1k
,,,,,,,,Fatal,Inj,Fatal,Inj/Death,
,,,,,,,,,,,,Inc.
Manassas,169,0.4%,5:02,67.5%,"$3,661,455","$21,665",17,0,3,0,20,118
Manassas Park,50,0.1%,3:20,80.0%,"$2,092,930","$41,859",1,0,0,0,1,20
Martinsville,210,0.5%,4:13,79.0%,"$2,703,889","$12,876",19,3,3,0,25,119
Mathews County,59,0.1%,8:17,11.9%,"$2,655,350","$45,006",0,0,1,0,1,17
Mecklenburg County,474,1.1%,7:37,43.7%,"$4,082,145","$8,612",2,7,4,0,13,27
Middlesex County,13,0.0%,17:05,0.0%,"$75,375,500","$5,798,115",0,0,0,0,0,0
Montgomery County,351,0.8%,6:57,49.0%,"$3,924,355","$11,180",2,3,1,0,6,17
Nelson County,89,0.2%,15:55,13.5%,"$1,809,700","$20,334",0,3,0,0,3,34
New Kent County,51,0.1%,10:00,23.5%,"$5,700",$112,0,0,0,0,0,0
Newport News,"1,116",2.6%,4:44,68.8%,"$13,258,870","$11,881",108,11,20,0,139,125
Norfolk,"1,260",2.9%,3:53,91.3%,"$12,833,051","$10,185",74,6,68,0,148,117
Northampton County,64,0.1%,10:34,20.3%,"$1,028,900","$16,077",4,2,0,0,6,94
Northumberland County,48,0.1%,11:06,10.4%,"$1,850,450","$38,551",1,1,0,0,2,42
Norton,21,0.0%,6:34,42.9%,"$47,500","$2,262",0,0,0,0,0,0
Nottoway County,78,0.2%,7:37,33.3%,"$549,020","$7,039",0,0,1,0,1,13
Orange County,136,0.3%,12:41,11.8%,"$2,124,220","$15,619",2,0,1,0,3,22
Page County,190,0.4%,8:37,36.8%,"$2,430,200","$12,791",4,0,0,0,4,21
Patrick County,111,0.3%,12:11,10.8%,"$3,023,520","$27,239",1,3,0,0,4,36
Petersburg,620,1.4%,5:00,67.1%,"$5,421,666","$8,745",71,13,14,0,98,158
Pittsylvania County,461,1.1%,10:49,13.7%,"$8,521,176","$18,484",4,4,2,0,10,22
Poquoson,76,0.2%,3:44,85.5%,"$804,700","$10,588",1,0,1,0,2,26
Portsmouth,966,2.2%,5:41,70.9%,"$11,188,075","$11,582",11,7,10,0,28,29
Powhatan County,172,0.4%,10:48,19.8%,"$5,355,330","$31,136",10,2,8,0,20,116
Prince Edward County,103,0.2%,9:48,11.7%,"$2,163,485","$21,005",4,4,0,0,8,78
Prince George County,202,0.5%,9:54,18.3%,"$1,667,400","$8,254",1,1,1,0,3,15
Prince William County,566,1.3%,6:28,46.1%,"$410,000",$724,2,1,0,1,4,7
Pulaski County,285,0.7%,5:49,60.9%,"$5,805,807","$20,371",6,3,6,0,15,53
Radford,90,0.2%,4:05,80.0%,"$1,557,272","$17,303",2,4,0,0,6,67
Rappahannock County,96,0.2%,12:39,9.4%,"$2,859,607","$29,788",0,1,0,0,1,10
Richmond,"1,951",4.5%,5:27,78.4%,"$36,876,337","$18,901",172,26,70,0,268,137
Richmond County,6,0.0%,10:20,16.7%,"$25,500","$4,250",1,0,0,0,1,167
Roanoke,928,2.2%,4:31,80.4%,"$15,940,867","$17,178",69,9,23,0,101,109
Roanoke County,418,1.0%,8:34,20.1%,"$6,214,973","$14,868",11,2,13,0,26,62
Rockbridge County,200,0.5%,12:59,16.0%,"$1,732,450","$8,662",0,1,1,0,2,10
Rockingham County,483,1.1%,11:02,16.8%,"$3,827,900","$7,925",10,0,5,0,15,31
Russell County,75,0.2%,11:34,18.7%,"$1,188,150","$15,842",0,1,0,0,1,13
Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,Source: Virginia Fire Incident Reporting System,5,,,,,,,
