,Percent Up to Date (UTD) at 24 months of age,,
Health Care District of Child Care Site,4:3:1:3:3,4:3:1,3:3:1
,,,
Alexandria,64,84,88
Alexandria,35,45,50
Alexandria,92,96,96
Alexandria,76,80,84
Alexandria,92,92,92
Alleghany,60,76,76
Alleghany,48,72,80
Alleghany,76,92,96
Alleghany,65,82,88
Alleghany,61,67,67
Alleghany,79,83,96
Arlington,75,75,83
Arlington,100,100,100
Arlington,69,88,88
Arlington,71,88,96
Arlington,86,93,93
Arlington,88,88,88
Arlington,90,90,100
Central Shenandoah,67,67,78
Central Shenandoah,61,70,83
Central Shenandoah,83,88,96
Central Shenandoah,85,85,90
Central VA,61,65,74
Central VA,68,76,80
Central VA,68,72,84
Central VA,80,84,84
Chesapeake,76,84,88
Chesapeake,64,64,76
Chesapeake,63,79,88
Chesapeake,76,80,92
Chesapeake,96,100,100
Chesapeake,88,96,96
Chesapeake,75,75,75
Chesapeake,61,70,74
Chesterfield,59,65,65
Chesterfield,67,67,71
Chesterfield,73,73,81
Chesterfield,100,100,100
Chesterfield,81,86,90
Chesterfield,81,81,90
Chesterfield,67,78,89
Chesterfield,59,59,82
Chesterfield,50,50,50
Chesterfield,55,60,60
Chesterfield,83,89,89
Chesterfield,89,95,100
Chesterfield,85,89,89
Crater,44,56,68
Eastern Shore,69,88,88
Eastern Shore,70,85,85
Fairfax,92,92,96
Fairfax,83,83,83
Fairfax,72,72,88
Fairfax,84,84,88
Fairfax,79,79,86
Fairfax,100,100,100
Fairfax,95,95,95
Fairfax,86,86,86
Fairfax,100,100,100
Fairfax,88,88,92
Fairfax,85,85,85
Fairfax,71,71,82
Fairfax,92,92,96
Fairfax,86,86,86
Fairfax,96,96,100
Fairfax,100,100,100
Fairfax,96,96,96
Fairfax,80,80,93
Fairfax,92,92,100
Fairfax,90,90,90
Fairfax,94,94,94
Fairfax,88,88,96
Fairfax,92,92,92
Fairfax,96,96,96
Fairfax,75,75,81
Fairfax,85,85,85
Fairfax,75,75,81
Fairfax,68,68,74
Fairfax,83,83,83
Fairfax,56,56,56
Fairfax,60,60,70
Fairfax,74,74,74
Fairfax,93,93,93
Fairfax,91,91,95
Fairfax,90,90,90
Fairfax,80,80,80
Fairfax,75,75,75
Fairfax,95,95,100
Fairfax,81,81,86
Fairfax,88,88,88
Fairfax,96,96,96
Fairfax,92,92,96
Fairfax,88,88,94
Fairfax,96,96,96
Fairfax,92,92,96
Fairfax,76,76,76
Fairfax,80,80,80
Fairfax,78,78,89
Fairfax,100,100,100
Fairfax,100,100,100
Fairfax,73,73,77
Fairfax,88,88,92
Fairfax,94,94,100
Fairfax,80,80,80
Fairfax,72,72,89
Fairfax.,95,95,95
Hampton,75,83,88
Hampton,61,61,67
Hampton,70,75,75
Hampton,73,82,82
Hanover,57,67,76
Hanover,73,73,82
Hanover,61,70,70
Hanover,96,96,96
Hanover,64,76,80
Hanover,76,88,92
Hanover,73,80,87
Hanover,96,96,96
Hanover,76,76,88
Henrico,64,64,80
Henrico,71,79,83
Henrico,68,76,92
Henrico,63,63,75
Henrico,54,58,75
Henrico,63,71,88
Henrico,41,50,59
Henrico,68,76,80
Henrico,64,68,80
Henrico,96,96,96
Henrico,80,80,84
Henrico,73,86,91
Henrico,96,96,96
Henrico,84,88,88
Lord Fairfax,58,68,79
Lord Fairfax,60,60,80
Lord Fairfax,50,67,79
Lord Fairfax,64,80,88
Lord Fairfax,77,92,100
Loudoun,71,79,93
Loudoun,70,75,75
Loudoun,,,
Loudoun,65,65,70
Loudoun,64,64,76
Loudoun,61,65,78
Loudoun,76,84,88
Loudoun,82,82,82
Loudoun,72,84,88
Loudoun,56,61,72
Loudoun,71,79,83
Loudoun,61,74,78
Loudoun,75,80,90
Loudoun,87,91,96
Mount Rogers,45,64,68
Mount Rogers,47,65,65
Mount Rogers,86,90,90
Mount Rogers,92,96,100
New River,67,67,71
New River,68,84,88
New River,72,76,80
New River,67,71,88
Norfolk,76,92,92
Norfolk,70,80,85
Norfolk,28,44,56
Norfolk,92,96,96
Norfolk,61,61,72
Norfolk,88,94,94
Peninsula,45,65,70
Peninsula,64,73,73
Peninsula,79,88,88
Peninsula,65,65,83
Peninsula,71,92,100
Peninsula,72,89,89
Peninsula,68,72,80
Peninsula,79,84,84
Peninsula,77,77,a
Peninsula,76,80,84
Peninsula,63,75,88
Peninsula,52,72,84
Piedmont,,,
Piedmont,,,
Piedmont,,,
Portsmouth,72,80,88
Portsmouth,70,70,75
Portsmouth,84,88,88
Portsmouth,47,59,71
Prince William,83,91,96
Prince William,79,89,95
Prince William,72,72,76
Prince William,80,84,84
Prince William,37,42,47
Prince William,58,58,67
Prince William,100,100,100
Prince William,40,40,100
Prince William,60,60,60
Prince William,78,78,78
Prince William,59,65,82
Prince William,63,75,88
Prince William,75,75,75
Prince William,80,80,100
Prince William,44,44,60
Prince William,67,73,87
Prince William,27,40,47
Rappahannock,59,73,86
Rappahannock,57,71,76
Rappahannock,61,70,74
Rappahannock,76,80,84
Rappahannock,84,88,96
Rappahannock,86,86,86
Rappahannock,61,78,87
Rappahannock,38,38,71
Rappahannock,32,64,73
Rappahannock,44,44,63
Rappahannock,68,77,86
Rappahannock,71,86,95
Rappahannock,88,92,92
Rappahannock,37,53,74
Rappahannock,61,78,78
Rappahannock,48,62,76
Rappahannock,69,69,81
Rappahannock,60,73,80
Rappahannock,84,88,88
Rappahannock,74,79,84
Rappahannock,80,80,92
