Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”,Name: “Table 1 of 1 on page 111 of 127”
Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,WESTMORELAND VOL. FIRE,WESTMORELAND VOL. FIRE,WESTMORELAND VOL. FIRE,,,,,,,,,,
19304,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,18,23,20,21,23,36,34,6,33,26,28,25,293
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,13,17,8,9,5,10,16,2,9,22,16,16,143
19501,VALLEY VOL. FIRE DEPT.,VALLEY VOL. FIRE DEPT.,VALLEY VOL. FIRE DEPT.,,,,,,,,,,
Count,17,18,20,17,18,14,20,13,17,26,17,18,215
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coeburn Vol. Fire Department,Coeburn Vol. Fire Department,Coeburn Vol. Fire Department,,,,,,,,,,
19516,,,,,,,,,,,,,
Count,11,9,12,5,9,7,12,7,9,9,8,12,110
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,BIG STONE GAP VOL. FIRE,BIG STONE GAP VOL. FIRE,BIG STONE GAP VOL. FIRE,,,,,,,,,,
19550,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,17,16,7,6,6,11,5,14,8,7,5,6,108
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,2,1,1,1,0,0,0,0,5
Page 111 of 127,Page 111 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:53 EST 2012,Thu Mar 08 08:47:53 EST 2012
