Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”,Name: “Table 1 of 1 on page 41 of 127”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
06304,Floyd Co. Vol. Fire Dept. #4,Floyd Co. Vol. Fire Dept. #4,Floyd Co. Vol. Fire Dept. #4,,,,,,,,,,
Count,1,2,2,2,1,0,0,3,1,1,2,0,15
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,1,0,0,0,0,0,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,1,0,1
,Lake Monticello Fire Departmen,Lake Monticello Fire Departmen,Lake Monticello Fire Departmen,,,,,,,,,,
06504,,,,,,,,,,,,,
Count,36,46,30,38,39,23,27,45,28,28,22,29,391
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,22,10,11,14,2,4,7,12,2,7,10,113
06700,Frankllin County Emerg Srvs.,Frankllin County Emerg Srvs.,Frankllin County Emerg Srvs.,,,,,,,,,,
Count,105,270,369,304,111,193,208,65,54,76,54,55,"1,864"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,10,14,20,10,12,10,7,10,7,6,6,117
06701,Boones Mill Vol. Fire Dept.,Boones Mill Vol. Fire Dept.,Boones Mill Vol. Fire Dept.,,,,,,,,,,
Count,1,1,17,15,6,16,16,12,20,20,17,41,182
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,2,2,0,0,1,2,0,0,0,7
Page 41 of 127,Page 41 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:45:24 EST 2012,Thu Mar 08 08:45:24 EST 2012
