Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”,Name: “Table 1 of 1 on page 62 of 127”
Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
10701,Leesburg Vol. Fire Company,Leesburg Vol. Fire Company,Leesburg Vol. Fire Company,,,,,,,,,,
Count,190,142,138,135,135,155,169,149,194,160,146,122,"1,835"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,6,2,1,2,6,3,1,4,1,3,0,31
,PURCELLVILLE VOL. FIRE,PURCELLVILLE VOL. FIRE,PURCELLVILLE VOL. FIRE,,,,,,,,,,
10702,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,27,37,52,38,44,35,45,8,45,37,32,38,438
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,16,14,21,7,16,8,3,18,13,13,13,151
,MIDDLEBURG VOL. FIRE,MIDDLEBURG VOL. FIRE,MIDDLEBURG VOL. FIRE,,,,,,,,,,
10703,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,16,13,10,17,7,14,2,11,9,14,6,10,129
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,1,1,0,0,0,0,0,0,0,0,0,2
Aid Given,4,6,5,5,0,2,0,1,1,3,0,1,28
10704,ROUND HILL VOL. FIRE,ROUND HILL VOL. FIRE,,,,,,,,,,,
Count,31,32,27,25,33,25,31,32,20,35,27,23,341
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,5,5,7,6,8,7,4,5,3,6,1,63
Page 62 of 127,Page 62 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:11 EST 2012,Thu Mar 08 08:46:11 EST 2012
