Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”,Name: “Table 1 of 1 on page 60 of 127”
Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,KILMARNOCK VOL. FIRE,KILMARNOCK VOL. FIRE,KILMARNOCK VOL. FIRE,,,,,,,,,,
10308,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,9,13,13,11,11,7,9,15,12,5,10,11,126
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,8,1,2,0,6,0,4,0,2,0,3,27
10501,JONESVILLE VOL. FIRE,JONESVILLE VOL. FIRE,,,,,,,,,,,
Count,2,10,9,12,7,2,3,2,4,6,3,2,62
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,1,0,0,0,0,0,1
,PENNINGTON GAP VOL. FIRE,PENNINGTON GAP VOL. FIRE,PENNINGTON GAP VOL. FIRE,,,,,,,,,,
10503,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,0,0,0,0,0,0,0,1,0,0,0,0,1
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thomas Walker Vol Fire Dept,Thomas Walker Vol Fire Dept,Thomas Walker Vol Fire Dept,,,,,,,,,,
10504,,,,,,,,,,,,,
,#1,,,,,,,,,,,,
Count,3,5,7,2,3,3,5,1,3,2,2,4,40
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,2,1,0,1,0,0,0,1,0,0,8
Page 60 of 127,Page 60 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:10 EST 2012,Thu Mar 08 08:46:10 EST 2012
