Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”,Name: “Table 1 of 1 on page 34 of 127”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
04903,Randolph District VFD,Randolph District VFD,,,,,,,,,,,
Count,1,5,3,10,2,5,9,2,5,4,9,6,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,1,3,0,0,1,1,1,1,0,3,16
05101,Clintwood Vol. Fire Dept.,Clintwood Vol. Fire Dept.,,,,,,,,,,,
Count,8,5,8,18,10,26,16,12,16,13,7,22,161
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,2,1,2,0,1,1,2,0,1,12
05102,Haysi VFD,,,,,,,,,,,,
Count,7,4,2,7,5,1,4,4,4,0,0,0,38
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clinchco Vol. Fire Department,Clinchco Vol. Fire Department,Clinchco Vol. Fire Department,,,,,,,,,,
05103,,,,,,,,,,,,,
Count,6,5,5,1,5,3,5,4,5,6,7,7,59
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,5,1,0,3,1,2,2,1,4,1,2,23
Page 34 of 127,Page 34 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:42 EST 2012,Thu Mar 08 08:44:42 EST 2012
