Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”,Name: “Table 1 of 1 on page 46 of 127”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
07180,RICH CREEK VOL. FIRE,RICH CREEK VOL. FIRE,,,,,,,,,,,
Count,0,3,2,3,4,3,5,3,3,3,2,3,34
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,1,0,0,0,0,0,0,0,0,0,0,0,1
Aid Given,0,0,1,2,0,0,1,0,1,0,1,2,8
07301,Abingdon Vol. Fire & Rescue,Abingdon Vol. Fire & Rescue,Abingdon Vol. Fire & Rescue,,,,,,,,,,
Count,126,118,122,140,114,113,105,120,97,117,123,140,"1,435"
Exposures,0,0,0,0,0,0,0,1,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,1,0,1,9,2,3,2,1,1,5,29
07310,Gloucester Vol. Fire & Rescue,Gloucester Vol. Fire & Rescue,Gloucester Vol. Fire & Rescue,,,,,,,,,,
Count,54,74,43,37,41,55,73,49,48,47,0,0,521
Exposures,0,6,0,0,0,0,0,0,0,0,0,0,6
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,0,0,1,1,0,0,0,3,0,0,8
,Goochand Co. Fire/Rescue,Goochand Co. Fire/Rescue,Goochand Co. Fire/Rescue,,,,,,,,,,
07500,,,,,,,,,,,,,
,Dept.,,,,,,,,,,,,
Count,72,101,65,73,40,68,80,87,75,71,69,77,878
Exposures,0,2,0,0,0,0,0,1,0,0,0,0,3
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,1,0,2,1,4,4,2,0,3,3,23
Page 46 of 127,Page 46 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:07 EST 2012,Thu Mar 08 08:46:07 EST 2012
