Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”,Name: “Table 1 of 1 on page 48 of 127”
Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
07706,RUGBY FIRE DEPT.,RUGBY FIRE DEPT.,,,,,,,,,,,
Count,9,4,2,5,1,6,0,2,2,2,3,1,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,0,1,2,1,0,1,0,0,1,0,9
,RUCKERSVILLE VOL. FIRE,RUCKERSVILLE VOL. FIRE,RUCKERSVILLE VOL. FIRE,,,,,,,,,,
07901,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,50,53,42,59,38,29,27,38,44,38,44,45,507
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,16,13,5,5,3,1,2,0,0,1,0,50
07902,Stanardsville Vol. Fire Co.,Stanardsville Vol. Fire Co.,Stanardsville Vol. Fire Co.,,,,,,,,,,
Count,51,42,53,50,37,49,16,63,40,47,17,0,465
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,18,4,3,1,0,0,1,2,3,10,0,43
07903,"DYKE VOL. FIRE DEPT., INC.","DYKE VOL. FIRE DEPT., INC.","DYKE VOL. FIRE DEPT., INC.",,,,,,,,,,
Count,3,9,7,11,0,7,8,5,3,5,5,8,71
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,19,26,11,9,5,19,9,16,10,12,13,14,163
Page 48 of 127,Page 48 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:07 EST 2012,Thu Mar 08 08:46:07 EST 2012
