Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”,Name: “Table 1 of 1 on page 17 of 127”
Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
02103,ROCKY GAP VOL. FIRE,ROCKY GAP VOL. FIRE,,,,,,,,,,,
Count,1,2,2,2,3,2,2,2,2,0,0,2,20
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,1,1,0,2
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,HOLLYBROOK-,HOLLYBROOK-,,,,,,,,,,,
02105,,,,,,,,,,,,,
,MECHANICSBURG VFD,MECHANICSBURG VFD,,,,,,,,,,,
Count,0,0,1,2,0,1,0,0,1,1,1,0,7
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,0,3,2,1,0,1,0,0,0,11
02106,Little Creek Vol. Fire Dept.,Little Creek Vol. Fire Dept.,,,,,,,,,,,
Count,0,0,0,0,1,0,0,0,0,0,0,0,1
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,2,1,1,1,0,1,1,1,1,1,1,1,12
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,Botetourt Co. Emerg. Services,Botetourt Co. Emerg. Services,Botetourt Co. Emerg. Services,,,,,,,,,,
02300,,,,,,,,,,,,,
Count,0,0,0,0,0,9,9,0,15,4,0,1,38
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,21,25,0,8,19,16,30,119
Page 17 of 127,Page 17 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:39 EST 2012,Thu Mar 08 08:44:39 EST 2012
