Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”,Name: “Table 1 of 1 on page 14 of 127”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
01703,MILLBORO VOL. FIRE,MILLBORO VOL. FIRE,,,,,,,,,,,
Count,2,1,4,0,1,2,2,1,1,0,0,0,14
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,1,1,2,2,6,0,2,3,0,0,22
01901,BOONSBORO VOL. FIRE,BOONSBORO VOL. FIRE,,,,,,,,,,,
Count,3,6,4,14,3,3,5,8,12,6,6,7,77
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,1,1,0,0,0,0,0,2,2,0,8
01902,FOREST VOL. FIRE DEPT.,FOREST VOL. FIRE DEPT.,FOREST VOL. FIRE DEPT.,,,,,,,,,,
Count,21,34,37,29,38,37,47,31,29,35,27,41,406
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,13,5,5,2,3,10,10,5,6,5,7,77
01903,HARDY VOL. FIRE DEPT.,HARDY VOL. FIRE DEPT.,HARDY VOL. FIRE DEPT.,,,,,,,,,,
Count,7,4,7,2,2,5,6,2,8,6,4,8,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,6,1,0,0,1,1,0,1,1,2,3,16
Page 14 of 127,Page 14 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:39 EST 2012,Thu Mar 08 08:44:39 EST 2012
