Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”,Name: “Table 1 of 1 on page 83 of 127”
Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
14321,LAUREL GROVE,LAUREL GROVE,,,,,,,,,,,
Count,12,7,13,11,2,6,10,0,0,0,0,0,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,0,1,0,0,2,0,0,0,0,0,6
,POWHATAN CO. VOL. FIRE,POWHATAN CO. VOL. FIRE,POWHATAN CO. VOL. FIRE,,,,,,,,,,
14501,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,61,50,48,54,39,41,52,82,55,49,42,66,639
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,6,1,4,6,2,3,1,2,5,4,2,36
14502,HUGUENOT VOL. FIRE DEPT.,HUGUENOT VOL. FIRE DEPT.,HUGUENOT VOL. FIRE DEPT.,,,,,,,,,,
Count,15,10,8,4,7,26,10,2,0,5,6,10,103
Exposures,0,3,0,0,0,0,0,0,0,0,0,0,3
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,2,3,1,9,4,1,0,0,1,1,26
14503,MACON FIRE DEPT.,MACON FIRE DEPT.,,,,,,,,,,,
Count,9,11,7,10,4,7,11,11,19,15,7,10,121
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,1,0,0,0,0,0,0,2
Page 83 of 127,Page 83 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:00 EST 2012,Thu Mar 08 08:47:00 EST 2012
