Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”,Name: “Table 1 of 1 on page 123 of 127”
Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
77500,Salem Fire Department,Salem Fire Department,,,,,,,,,,,
Count,282,243,234,239,268,279,260,262,273,281,242,269,"3,132"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,4,3,2,1,2,4,4,2,3,4,32
78000,SOUTH BOSTON FIRE DEPT.,SOUTH BOSTON FIRE DEPT.,SOUTH BOSTON FIRE DEPT.,,,,,,,,,,
Count,167,152,175,183,158,148,171,160,189,176,147,164,"1,990"
Exposures,0,0,0,0,0,0,0,0,0,0,0,2,2
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,5,5,4,0,1,1,1,1,0,2,2,23
79000,Staunton Fire Department,Staunton Fire Department,,,,,,,,,,,
Count,273,221,229,256,254,235,252,261,257,247,202,265,"2,952"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,15,24,12,13,14,19,14,15,14,10,18,182
80000,Suffolk Fire Department,Suffolk Fire Department,,,,,,,,,,,
Count,988,851,892,936,"1,046",944,895,"1,150",929,911,857,900,"11,299"
Exposures,0,1,0,0,0,3,0,0,0,0,0,0,4
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,3,2,4,2,2,8,1,3,1,3,4,36
Page 123 of 127,Page 123 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:50:09 EST 2012,Thu Mar 08 08:50:09 EST 2012
