Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”,Name: “Table 1 of 1 on page 27 of 127”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
03305,Frog Level Fire Department,Frog Level Fire Department,Frog Level Fire Department,,,,,,,,,,
Count,11,19,7,13,11,10,13,18,6,6,3,2,119
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,12,6,1,0,6,0,0,2,0,0,2,32
,CANA VOLUNTEER FIRE,CANA VOLUNTEER FIRE,,,,,,,,,,,
03501,,,,,,,,,,,,,
,DEPARTMENT,DEPARTMENT,,,,,,,,,,,
Count,18,23,30,15,7,20,11,17,14,7,12,15,189
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,11,4,4,0,7,1,4,1,0,2,1,36
03502,HILLSVILLE VOL. FIRE DEPT.,HILLSVILLE VOL. FIRE DEPT.,HILLSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,17,27,29,27,24,30,30,17,29,20,16,18,284
Exposures,0,2,1,0,0,0,0,0,0,0,0,0,3
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,1,4,1,4,0,3,0,1,0,3,21
,LAUREL FORK VOL. FIRE,LAUREL FORK VOL. FIRE,LAUREL FORK VOL. FIRE,,,,,,,,,,
03503,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,3,3,8,5,6,5,4,4,6,6,3,6,59
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,2,1,1,0,0,2,0,0,1,1,9
Page 27 of 127,Page 27 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:39 EST 2012,Thu Mar 08 08:44:39 EST 2012
