Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”,Name: “Table 1 of 1 on page 99 of 127”
Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
17301,ADWOLFE VOL. FIRE DEPT.,ADWOLFE VOL. FIRE DEPT.,ADWOLFE VOL. FIRE DEPT.,,,,,,,,,,
Count,9,7,6,4,4,4,3,3,3,9,9,7,68
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,2,4,0,0,1,1,0,3,1,1,14
17302,ATKINS VOL. FIRE DEPT.,ATKINS VOL. FIRE DEPT.,ATKINS VOL. FIRE DEPT.,,,,,,,,,,
Count,7,4,8,7,1,4,5,11,6,9,3,5,70
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,2,1,1,4
,CHILHOWIE FIRE,CHILHOWIE FIRE,,,,,,,,,,,
17303,,,,,,,,,,,,,
,DEPARTMENT,DEPARTMENT,,,,,,,,,,,
Count,74,79,96,93,88,83,79,84,96,91,82,80,"1,025"
Exposures,0,0,0,0,0,0,0,0,0,1,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,2,1,1,1,0,1,4,2,2,16
17304,MARION VOL. FIRE DEPT.,MARION VOL. FIRE DEPT.,MARION VOL. FIRE DEPT.,,,,,,,,,,
Count,16,8,18,15,16,16,20,20,22,22,20,18,211
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,3,1,0,0,0,0,2,2,0,1,9
Page 99 of 127,Page 99 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:03 EST 2012,Thu Mar 08 08:47:03 EST 2012
