Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”,Name: “Table 1 of 1 on page 68 of 127”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
11703,CHASE CITY VOL. FIRE,CHASE CITY VOL. FIRE,,,,,,,,,,,
Count,11,17,11,20,18,18,16,19,16,0,0,0,146
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,4,5,9,2,3,3,3,2,0,0,0,36
,CLARKSVILLE VOL. FIRE,CLARKSVILLE VOL. FIRE,CLARKSVILLE VOL. FIRE,,,,,,,,,,
11704,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,6,22,8,12,9,8,13,11,20,9,7,4,129
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,5,4,3,3,2,1,2,2,1,2,1,29
,LaCrosse Volunteer Fire Depart,LaCrosse Volunteer Fire Depart,LaCrosse Volunteer Fire Depart,,,,,,,,,,
11705,,,,,,,,,,,,,
Count,9,7,5,6,5,5,7,9,4,7,5,5,74
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,16,10,9,11,8,13,3,11,6,4,9,107
,PALMER SPRINGS VOL. FIRE,PALMER SPRINGS VOL. FIRE,PALMER SPRINGS VOL. FIRE,,,,,,,,,,
11706,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,2,4,1,7,4,7,3,8,5,4,2,3,50
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,1,0,1,1,1,1,1,1,2,0,13
Page 68 of 127,Page 68 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:12 EST 2012,Thu Mar 08 08:46:12 EST 2012
