Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”,Name: “Table 1 of 1 on page 20 of 127”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
02503,DOLPHIN VOL. FIRE DEPT.,DOLPHIN VOL. FIRE DEPT.,DOLPHIN VOL. FIRE DEPT.,,,,,,,,,,
Count,5,7,5,2,5,5,3,12,1,0,2,1,48
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,13,4,8,7,4,5,12,7,0,8,6,79
02504,EBONY VOL. FIRE DEPT.,EBONY VOL. FIRE DEPT.,EBONY VOL. FIRE DEPT.,,,,,,,,,,
Count,2,0,0,1,0,4,2,2,2,0,0,1,14
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,1,0,0,0,0,1
,Gasburg Volunteer Fire,Gasburg Volunteer Fire,,,,,,,,,,,
02505,,,,,,,,,,,,,
,Departm,,,,,,,,,,,,
Count,4,2,5,0,0,7,4,7,6,2,3,0,40
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,4,4,2,4,5,4,5,3,3,4,1,43
02506,Lawrenceville Vol. Fire Dept.,Lawrenceville Vol. Fire Dept.,Lawrenceville Vol. Fire Dept.,,,,,,,,,,
Count,36,37,24,34,26,35,19,59,26,27,38,23,384
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,6,2,3,2,3,1,2,1,2,6,33
Page 20 of 127,Page 20 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:39 EST 2012,Thu Mar 08 08:44:39 EST 2012
