Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”,Name: “Table 1 of 1 on page 70 of 127”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
11903,MIDDLESEX VOL. FIRE DEPT.,MIDDLESEX VOL. FIRE DEPT.,MIDDLESEX VOL. FIRE DEPT.,,,,,,,,,,
Count,8,9,7,12,4,12,11,15,10,5,5,8,106
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,0,1,0,2,0,0,1,2,0,2,11
12102,Blacksburg Fire Department,Blacksburg Fire Department,Blacksburg Fire Department,,,,,,,,,,
Count,68,56,76,91,91,60,72,75,100,74,52,64,879
Exposures,0,0,0,0,0,0,0,0,0,0,0,3,3
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,1,1,1,0,0,0,0,5
,CHRISTIANSBURG FIRE,CHRISTIANSBURG FIRE,,,,,,,,,,,
12103,,,,,,,,,,,,,
,DEPARTMENT,DEPARTMENT,,,,,,,,,,,
Count,55,54,51,62,60,63,48,69,79,86,67,66,760
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,2,0,0,1,0,0,0,0,0,7
,Elliston Volunteer Fire Depart,Elliston Volunteer Fire Depart,Elliston Volunteer Fire Depart,,,,,,,,,,
12104,,,,,,,,,,,,,
Count,9,14,8,18,17,23,20,18,15,17,18,11,188
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,10,8,11,9,5,8,11,15,12,11,9,18,127
Page 70 of 127,Page 70 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:59 EST 2012,Thu Mar 08 08:46:59 EST 2012
