Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”,Name: “Table 1 of 1 on page 72 of 127”
Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72,Table: 72
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
12504,GLADSTONE VOL. FIRE,GLADSTONE VOL. FIRE,,,,,,,,,,,
Count,4,10,2,6,0,4,5,9,2,2,3,3,50
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,1,0,0,0,0,0,0,1
Aid Given,0,2,0,2,0,1,2,2,2,0,1,0,12
,ROCKFISH VALLEY VOL.,ROCKFISH VALLEY VOL.,,,,,,,,,,,
12505,,,,,,,,,,,,,
,FIRE DEP,,,,,,,,,,,,
Count,11,14,14,13,10,11,11,10,1,5,0,0,100
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,1,3,0,0,0,1,0,1,0,0,9
12506,Station 2 (Valley),Station 2 (Valley),,,,,,,,,,,
Count,27,30,8,17,10,10,18,12,10,10,15,15,182
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,5,3,4,1,6,4,5,3,3,4,4,47
,MONTEBELLO VOL. FIRE,MONTEBELLO VOL. FIRE,MONTEBELLO VOL. FIRE,,,,,,,,,,
12507,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,3,13,7,9,10,5,10,14,11,10,10,7,109
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 72 of 127,Page 72 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:59 EST 2012,Thu Mar 08 08:46:59 EST 2012
