Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”,Name: “Table 1 of 1 on page 5 of 127”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00112,PAINTER VOL. FIRE DEPT.,PAINTER VOL. FIRE DEPT.,PAINTER VOL. FIRE DEPT.,,,,,,,,,,
Count,9,4,5,8,9,11,4,23,15,9,7,10,114
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,7,3,5,5,3,10,8,7,4,4,61
00118,ONLEY VOL. FIRE DEPT.,ONLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,3,3,5,2,1,11,9,5,9,12,7,69
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,4,3,7,2,2,2,5,3,3,4,5,47
00121,TANGIER VOL. FIRE DEPT.,TANGIER VOL. FIRE DEPT.,TANGIER VOL. FIRE DEPT.,,,,,,,,,,
Count,7,2,6,5,9,6,9,5,7,10,4,0,70
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
00300,Albemarle Co.Fire Rescue,Albemarle Co.Fire Rescue,,,,,,,,,,,
Count,548,687,517,633,535,550,678,950,508,503,479,561,"7,149"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,1,0,1,0,0,0,2
Aid Given,20,26,26,24,22,23,9,18,17,11,14,35,245
Page 5 of 127,Page 5 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:37 EST 2012,Thu Mar 08 08:44:37 EST 2012
