Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”,Name: “Table 1 of 1 on page 18 of 127”
Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,Blue Ridge Volunterr Fire Dept,Blue Ridge Volunterr Fire Dept,Blue Ridge Volunterr Fire Dept,,,,,,,,,,
02301,,,,,,,,,,,,,
Count,8,18,6,12,7,6,11,17,8,9,8,12,122
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,7,10,9,2,5,12,4,6,1,5,11,81
,TROUTVILLE FIRE,TROUTVILLE FIRE,,,,,,,,,,,
02302,,,,,,,,,,,,,
,DEPARTMENT,DEPARTMENT,,,,,,,,,,,
Count,26,21,34,31,30,29,33,35,37,30,33,30,369
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,18,10,7,8,16,16,8,6,9,11,12,124
02303,BUCHANAN VOL. FIRE DEPT.,BUCHANAN VOL. FIRE DEPT.,BUCHANAN VOL. FIRE DEPT.,,,,,,,,,,
Count,12,12,22,30,21,13,19,0,0,0,0,0,129
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,1,0,1,1,0,0,0,0,0,4
02304,FINCASTLE VOL. FIRE DEPT.,FINCASTLE VOL. FIRE DEPT.,FINCASTLE VOL. FIRE DEPT.,,,,,,,,,,
Count,7,20,13,12,5,14,13,7,8,10,8,15,132
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,9,8,7,2,2,3,7,1,8,2,4,59
Page 18 of 127,Page 18 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:39 EST 2012,Thu Mar 08 08:44:39 EST 2012
