Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”,Name: “Table 1 of 1 on page 116 of 127”
Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116,Table: 116
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
56000,CLIFTON FORGE FIRE DEPT.,CLIFTON FORGE FIRE DEPT.,CLIFTON FORGE FIRE DEPT.,,,,,,,,,,
Count,13,10,7,18,13,10,10,6,5,11,5,11,119
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,6,3,1,3,3,2,0,3,1,1,3,29
57000,Colonial Heights Fire & EMS,Colonial Heights Fire & EMS,Colonial Heights Fire & EMS,,,,,,,,,,
Count,383,300,334,336,351,336,370,491,387,375,359,351,"4,373"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,28,26,37,16,24,21,26,17,20,14,26,15,270
58000,Covington Fire Department,Covington Fire Department,Covington Fire Department,,,,,,,,,,
Count,14,22,14,19,18,25,23,22,17,16,18,31,239
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,7,4,2,0,2,7,2,1,5,4,39
59000,Danville Fire Department,Danville Fire Department,,,,,,,,,,,
Count,543,548,536,569,515,564,559,586,562,518,461,457,"6,418"
Exposures,0,1,2,0,3,0,0,3,0,0,0,1,10
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,1,1
Page 116 of 127,Page 116 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:57 EST 2012,Thu Mar 08 08:47:57 EST 2012
