Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”,Name: “Table 1 of 1 on page 56 of 127”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
08905,Fieldale Fire Department,Fieldale Fire Department,,,,,,,,,,,
Count,18,13,16,12,14,10,12,9,3,3,15,7,132
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,6,2,3,1,1,2,2,0,0,3,0,20
,HORSEPASTURE VOL. FIRE,HORSEPASTURE VOL. FIRE,HORSEPASTURE VOL. FIRE,,,,,,,,,,
08906,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,21,18,12,16,9,8,9,9,12,13,6,10,143
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,4,9,0,4,4,2,2,1,2,2,3,37
08908,RIDGEWAY VOL. FIRE DEPT.,RIDGEWAY VOL. FIRE DEPT.,RIDGEWAY VOL. FIRE DEPT.,,,,,,,,,,
Count,20,31,31,30,23,29,30,24,23,33,26,25,325
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,3,6,2,2,1,2,0,3,1,2,26
09301,Carrollton Vol. Fire Dept.,Carrollton Vol. Fire Dept.,,,,,,,,,,,
Count,86,73,67,55,40,19,10,19,4,9,6,18,406
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,1,0,0,0,0,0,0,0,0,2
Page 56 of 127,Page 56 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:10 EST 2012,Thu Mar 08 08:46:10 EST 2012
