Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”,Name: “Table 1 of 1 on page 44 of 127”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,SNOW CREEK VOL. FIRE,SNOW CREEK VOL. FIRE,SNOW CREEK VOL. FIRE,,,,,,,,,,
06710,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,9,3,2,0,4,5,2,4,2,2,3,5,41
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,1,1,0,1,0,1,0,0,0,1,7
,FREDERICK COUNTY FIRE,FREDERICK COUNTY FIRE,FREDERICK COUNTY FIRE,,,,,,,,,,
06900,,,,,,,,,,,,,
,AND RESC,,,,,,,,,,,,
Count,621,658,604,635,620,661,698,665,657,742,625,675,"7,861"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,103,99,77,78,106,82,96,65,74,75,81,100,"1,036"
06911,Stephens City,,,,,,,,,,,,
Count,186,167,135,162,200,182,179,206,161,169,167,120,"2,034"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,17,16,9,10,8,8,12,9,14,10,8,10,131
07110,EGGLESTON VOL. FIRE,EGGLESTON VOL. FIRE,,,,,,,,,,,
Count,6,3,2,2,7,2,4,3,4,4,1,4,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,1,0,0,0,0,1,0,3
Page 44 of 127,Page 44 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:07 EST 2012,Thu Mar 08 08:46:07 EST 2012
