Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”,Name: “Table 1 of 1 on page 90 of 127”
Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,,,,,,,,,,
16100,,,,,,,,,,,,,
Count,"1,114","1,022","1,039",976,"1,051","1,100","1,176","1,147","1,111","1,148","1,103","1,136","13,123"
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,23,18,10,6,8,15,13,7,16,14,15,10,155
16112,READ MT. VFD STATION #12,READ MT. VFD STATION #12,READ MT. VFD STATION #12,,,,,,,,,,
Count,33,37,42,26,29,42,41,36,34,29,23,39,411
Exposures,0,0,0,0,0,0,0,1,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,25,16,38,22,11,14,39,34,38,24,20,22,303
16301,EFFINGER VOL. FIRE DEPT.,EFFINGER VOL. FIRE DEPT.,EFFINGER VOL. FIRE DEPT.,,,,,,,,,,
Count,0,2,0,0,0,0,1,0,0,0,0,0,3
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,1,1,1,0,0,0,4
16302,GLASGOW VOL. FIRE DEPT.,GLASGOW VOL. FIRE DEPT.,GLASGOW VOL. FIRE DEPT.,,,,,,,,,,
Count,5,5,0,1,6,8,5,9,7,12,9,8,75
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,10,0,0,8,12,8,11,10,9,6,20,108
Page 90 of 127,Page 90 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:02 EST 2012,Thu Mar 08 08:47:02 EST 2012
