Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”,Name: “Table 1 of 1 on page 96 of 127”
Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,COPPER CREEK-MOCCASIN,COPPER CREEK-MOCCASIN,COPPER CREEK-MOCCASIN,,,,,,,,,,
16706,,,,,,,,,,,,,
,VFD,,,,,,,,,,,,
Count,7,4,14,17,6,7,7,4,9,8,12,7,102
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,1,2,1,1,1,1,0,4,0,1,14
16901,Duffield Fire & Rescue,Duffield Fire & Rescue,,,,,,,,,,,
Count,5,5,11,4,4,12,9,10,14,22,10,12,118
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,0,0,1,2,0,0,0,0,0,5
16902,Dungannon Fire,Dungannon Fire,,,,,,,,,,,
Count,2,3,1,2,3,4,6,6,1,3,5,1,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,0,0,2,0,0,0,0,0,0,4
16903,Gate City,,,,,,,,,,,,
Count,12,18,7,13,16,14,18,8,13,21,11,9,160
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,1,3,4,4,0,6,5,3,0,1,33
Page 96 of 127,Page 96 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:02 EST 2012,Thu Mar 08 08:47:02 EST 2012
