Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”,Name: “Table 1 of 1 on page 95 of 127”
Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
16520,Grottoes Fire Company,Grottoes Fire Company,,,,,,,,,,,
Count,54,47,48,63,53,60,55,41,55,67,51,50,644
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,8,5,2,5,8,6,6,1,8,9,7,73
16544,Hose Company No. 4,Hose Company No. 4,,,,,,,,,,,
Count,74,67,77,73,73,63,71,89,75,100,67,101,930
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,39,46,37,27,23,28,16,24,20,38,31,31,360
16701,CLEVELAND VOL. FIRE,CLEVELAND VOL. FIRE,,,,,,,,,,,
Count,0,8,6,1,3,9,1,5,3,4,6,3,49
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,0,0,0,2,2,1,0,0,6
16703,HONAKER VOL. FIRE DEPT.,HONAKER VOL. FIRE DEPT.,HONAKER VOL. FIRE DEPT.,,,,,,,,,,
Count,7,0,0,0,0,0,0,0,0,0,0,0,7
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 95 of 127,Page 95 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:02 EST 2012,Thu Mar 08 08:47:02 EST 2012
