Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”,Name: “Table 1 of 1 on page 78 of 127”
Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,PATRICK-HENRY VOL. FIRE,PATRICK-HENRY VOL. FIRE,PATRICK-HENRY VOL. FIRE,,,,,,,,,,
14107,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,46,28,43,29,31,33,28,32,31,30,23,44,398
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,2,4,2,3,3,3,2,0,0,4,27
14108,WOOLWINE VOL. FIRE DEPT.,WOOLWINE VOL. FIRE DEPT.,WOOLWINE VOL. FIRE DEPT.,,,,,,,,,,
Count,5,6,4,4,6,4,3,8,2,4,6,4,56
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,3,0,0,1,1,1,0,1,1,0,10
14109,FAIRYSTONE VOL. FIRE,FAIRYSTONE VOL. FIRE,,,,,,,,,,,
Count,15,13,15,24,19,20,22,13,13,15,10,13,192
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,1,0,1,0,4,0,1,3,1,12
14110,PATRICK SPRINGS FIRE,PATRICK SPRINGS FIRE,,,,,,,,,,,
Count,7,1,11,6,11,14,11,4,8,11,17,10,111
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,4,3,0,0,1,0,1,0,1,1,1,12
Page 78 of 127,Page 78 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:59 EST 2012,Thu Mar 08 08:46:59 EST 2012
