Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”,Name: “Table 1 of 1 on page 40 of 127”
Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
06113,Lois Fire Dept,,,,,,,,,,,,
Count,20,30,24,22,18,12,9,9,8,6,14,8,180
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
06301,Floyd Co. Vol. Fire Dept. #1,Floyd Co. Vol. Fire Dept. #1,Floyd Co. Vol. Fire Dept. #1,,,,,,,,,,
Count,8,21,8,9,9,10,12,17,15,7,10,14,140
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,0,2,0,1,0,0,0,0,0,1,7
06302,Floyd Co. Vol. Fire Dept. #2,Floyd Co. Vol. Fire Dept. #2,Floyd Co. Vol. Fire Dept. #2,,,,,,,,,,
Count,3,4,8,5,2,4,2,5,1,3,6,6,49
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,1,1,0,0,1,3,2,1,1,2,16
06303,Floyd Co. Vol. Fire Dept. #3,Floyd Co. Vol. Fire Dept. #3,Floyd Co. Vol. Fire Dept. #3,,,,,,,,,,
Count,9,7,4,7,3,6,15,4,3,5,6,9,78
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,1,0,0,0,0,0,0,0,1
Aid Given,0,4,1,0,0,0,0,1,3,0,0,1,10
Page 40 of 127,Page 40 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:45:23 EST 2012,Thu Mar 08 08:45:23 EST 2012
