Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”,Name: “Table 1 of 1 on page 110 of 127”
Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110,Table: 110
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
19120,Abingdon Vol. Fire Dept.,Abingdon Vol. Fire Dept.,,,,,,,,,,,
Count,39,32,42,32,38,30,42,48,40,29,29,36,437
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,1,2,3,2,6,1,2,1,1,20
,COLONIAL BEACH VOL. FIRE,COLONIAL BEACH VOL. FIRE,COLONIAL BEACH VOL. FIRE,,,,,,,,,,
19301,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,65,46,60,40,0,0,0,0,0,0,0,0,211
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,6,5,6,0,0,0,0,0,0,0,0,20
,COPLE DISTRICT VOL. FIRE,COPLE DISTRICT VOL. FIRE,COPLE DISTRICT VOL. FIRE,,,,,,,,,,
19302,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,36,44,30,22,14,5,1,0,0,0,0,0,152
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,1,0,3,5,0,0,0,0,0,0,14
,OAK GROVE VOLUNTEER,OAK GROVE VOLUNTEER,OAK GROVE VOLUNTEER,,,,,,,,,,
19303,,,,,,,,,,,,,
,FIRE DEPT,,,,,,,,,,,,
Count,32,23,22,28,29,49,28,108,63,17,29,18,446
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,6,4,7,11,12,9,9,6,12,11,4,100
Page 110 of 127,Page 110 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:53 EST 2012,Thu Mar 08 08:47:53 EST 2012
