Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”,Name: “Table 1 of 1 on page 4 of 127”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00108,TASLEY VOL. FIRE DEPT.,TASLEY VOL. FIRE DEPT.,TASLEY VOL. FIRE DEPT.,,,,,,,,,,
Count,6,6,4,8,4,3,8,7,10,10,9,3,78
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,15,13,11,21,10,13,28,20,11,5,6,157
00109,ONANCOCK VOL. FIRE DEPT.,ONANCOCK VOL. FIRE DEPT.,ONANCOCK VOL. FIRE DEPT.,,,,,,,,,,
Count,5,9,4,4,2,8,3,9,7,7,6,5,69
Exposures,0,2,0,0,0,0,0,0,0,1,0,0,3
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,8,4,7,8,6,4,8,6,4,8,6,74
00110,MELFA VOL. FIRE DEPT.,MELFA VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,5,10,8,5,4,6,13,5,5,12,4,83
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,2,4,3,1,1,10,9,8,6,4,53
,WACHAPREAGUE VOL. FIRE,WACHAPREAGUE VOL. FIRE,WACHAPREAGUE VOL. FIRE,,,,,,,,,,
00111,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,1,0,2,3,3,4,2,1,0,4,1,0,21
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,5,3,1,5,2,3,3,3,1,1,30
Page 4 of 127,Page 4 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:37 EST 2012,Thu Mar 08 08:44:37 EST 2012
