Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”,Name: “Table 1 of 1 on page 32 of 127”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,CULPEPER COUNTY VOL,CULPEPER COUNTY VOL,CULPEPER COUNTY VOL,,,,,,,,,,
04702,,,,,,,,,,,,,
,FIRE DEPAR,,,,,,,,,,,,
Count,60,52,42,53,49,52,46,88,55,48,42,34,621
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,19,14,4,10,11,8,8,5,8,8,6,108
,RICHARDSVILLE VOL. FIRE,RICHARDSVILLE VOL. FIRE,RICHARDSVILLE VOL. FIRE,,,,,,,,,,
04703,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,4,2,4,6,1,6,4,9,1,0,0,0,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,5,0,0,1,1,0,0,0,0,0,0,8
04704,SALEM VOL. FIRE DEPT.,SALEM VOL. FIRE DEPT.,,,,,,,,,,,
Count,28,14,1,3,8,25,12,23,5,13,12,12,156
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,3,1,5,3,13,13,8,10,6,63
04705,RAPIDAN VOL. FIRE DEPT.,RAPIDAN VOL. FIRE DEPT.,RAPIDAN VOL. FIRE DEPT.,,,,,,,,,,
Count,1,4,1,4,3,1,0,6,2,2,1,6,31
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,14,6,1,2,7,4,11,5,5,2,3,67
Page 32 of 127,Page 32 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:42 EST 2012,Thu Mar 08 08:44:42 EST 2012
