Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”,Name: “Table 1 of 1 on page 26 of 127”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
03117,EVINGTON VOL. FIRE DEPT.,EVINGTON VOL. FIRE DEPT.,EVINGTON VOL. FIRE DEPT.,,,,,,,,,,
Count,16,10,13,14,12,9,10,18,8,13,14,9,146
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,2,2,0,1,0,1,0,0,3,0,13
03302,LADYSMITH VOL. FIRE DEPT.,LADYSMITH VOL. FIRE DEPT.,LADYSMITH VOL. FIRE DEPT.,,,,,,,,,,
Count,51,67,75,58,70,83,75,84,47,41,40,54,745
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,15,12,2,4,9,4,9,2,1,10,3,78
03303,PORT ROYAL VOL. FIRE,PORT ROYAL VOL. FIRE,,,,,,,,,,,
Count,4,6,5,5,1,0,0,2,0,0,0,0,23
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,5,1,1,0,1,0,2,0,0,0,0,11
03304,SPARTA VOL. FIRE DEPT.,SPARTA VOL. FIRE DEPT.,SPARTA VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,0,0,0,0
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
Page 26 of 127,Page 26 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:39 EST 2012,Thu Mar 08 08:44:39 EST 2012
