Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”,Name: “Table 1 of 1 on page 114 of 127”
Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114,Table: 114
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
19706,WYTHEVILLE,,,,,,,,,,,,
Count,14,13,16,7,7,15,11,16,10,18,7,15,149
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,0,0,0,0,1,0,2
19900,COUNTY OF YORK,COUNTY OF YORK,,,,,,,,,,,
Count,549,631,640,668,711,688,762,994,628,696,642,652,"8,261"
Exposures,0,0,2,0,0,0,0,0,0,0,0,0,2
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,52,64,40,64,50,62,76,72,42,75,54,68,719
51000,Alexandria Fire Department,Alexandria Fire Department,Alexandria Fire Department,,,,,,,,,,
Count,"1,484","1,359","1,342","1,376","1,417","1,471","1,501","1,558","1,512","1,375","1,368","1,312","17,075"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,76,81,85,90,87,60,67,75,71,84,82,73,931
51500,Bedford Vol. Fire Department,Bedford Vol. Fire Department,Bedford Vol. Fire Department,,,,,,,,,,
Count,46,62,50,73,42,66,77,61,44,54,53,70,698
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,12,13,7,6,7,9,7,13,11,8,10,109
Page 114 of 127,Page 114 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:55 EST 2012,Thu Mar 08 08:47:55 EST 2012
