Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”,Name: “Table 1 of 1 on page 67 of 127”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,VICTORIA FIRE & RESCUE,VICTORIA FIRE & RESCUE,VICTORIA FIRE & RESCUE,,,,,,,,,,
11103,,,,,,,,,,,,,
,INC.,,,,,,,,,,,,
Count,65,58,63,56,62,69,74,75,51,61,63,56,753
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,16,6,9,16,8,13,1,7,11,9,10,115
,MADISON FIRE,MADISON FIRE,,,,,,,,,,,
11301,,,,,,,,,,,,,
,DEPARTMENT INC.,DEPARTMENT INC.,,,,,,,,,,,
Count,36,43,22,26,27,27,32,28,25,25,29,19,339
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,1,1,0,1,1,0,1,2,0,9
11501,MATHEWS VOL. FIRE DEPT.,MATHEWS VOL. FIRE DEPT.,MATHEWS VOL. FIRE DEPT.,,,,,,,,,,
Count,22,29,23,26,29,21,16,30,27,28,34,24,309
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,3,1,2,1,2,1,3,4,2,4,3,0,26
Aid Given,0,3,0,1,1,0,0,0,1,0,0,1,7
,Buckhorn Volunteer Fire Depart,Buckhorn Volunteer Fire Depart,Buckhorn Volunteer Fire Depart,,,,,,,,,,
11702,,,,,,,,,,,,,
Count,1,2,5,3,6,5,6,3,3,2,1,6,43
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,6,1,3,1,2,4,2,3,1,3,0,29
Page 67 of 127,Page 67 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:11 EST 2012,Thu Mar 08 08:46:11 EST 2012
