Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”,Name: “Table 1 of 1 on page 73 of 127”
Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,New Kent Co. Dept.,New Kent Co. Dept.,,,,,,,,,,,
12700,,,,,,,,,,,,,
,Fire/Rescue,,,,,,,,,,,,
Count,157,193,176,183,171,251,308,312,260,210,171,171,"2,563"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,12,8,4,0,3,1,2,1,0,0,0,34
,"Community Fire Company, Inc.","Community Fire Company, Inc.","Community Fire Company, Inc.",,,,,,,,,,
13113,,,,,,,,,,,,,
Count,117,96,118,101,120,130,101,120,97,104,100,86,"1,290"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,9,7,5,7,7,4,5,6,7,3,1,64
13114,"Cheriton Fire Company, Inc.","Cheriton Fire Company, Inc.","Cheriton Fire Company, Inc.",,,,,,,,,,
Count,1,0,0,0,0,0,0,0,1,0,0,0,2
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,0,0,0,0,0,0,0,0,0,0,0,4
,CAPE CHARLES VOL. FIRE,CAPE CHARLES VOL. FIRE,CAPE CHARLES VOL. FIRE,,,,,,,,,,
13115,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,3,1,1,2,7,10,5,10,2,1,0,0,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,5,4,2,9,7,0,8,7,0,0,0,43
Page 73 of 127,Page 73 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:59 EST 2012,Thu Mar 08 08:46:59 EST 2012
