Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”,Name: “Table 1 of 1 on page 55 of 127”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
08901,AXTON VOL. FIRE DEPT.,AXTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,10,14,7,21,9,6,8,9,8,11,10,8,121
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,2,1,2,0,1,2,1,0,1,0,14
,BASSETT VOLUNTEER FIRE,BASSETT VOLUNTEER FIRE,BASSETT VOLUNTEER FIRE,,,,,,,,,,
08902,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,32,27,28,24,24,27,29,28,17,24,19,21,300
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,3,0,3,0,0,0,1,2,0,3,2,17
,COLLINSVILLE VOL. FIRE,COLLINSVILLE VOL. FIRE,COLLINSVILLE VOL. FIRE,,,,,,,,,,
08903,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,28,25,34,35,37,39,28,34,28,19,23,26,356
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,4,3,1,2,10,2,2,1,3,3,2,36
,DYER'S STORE VOL. FIRE,DYER'S STORE VOL. FIRE,DYER'S STORE VOL. FIRE,,,,,,,,,,
08904,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,15,10,8,13,8,12,7,3,9,8,19,17,129
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,3,6,1,7,1,4,3,2,2,3,35
Page 55 of 127,Page 55 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:10 EST 2012,Thu Mar 08 08:46:10 EST 2012
