Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”,Name: “Table 1 of 1 on page 59 of 127”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,KING GEORGE EMERGENCY,KING GEORGE EMERGENCY,KING GEORGE EMERGENCY,,,,,,,,,,
09900,,,,,,,,,,,,,
,SERVICES,,,,,,,,,,,,
Count,82,67,57,73,69,60,75,172,67,76,65,62,925
Exposures,0,0,0,0,0,0,0,0,0,0,4,0,4
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,8,6,4,5,6,12,5,7,3,7,4,70
,KING WILLIAM VOL. FIRE,KING WILLIAM VOL. FIRE,KING WILLIAM VOL. FIRE,,,,,,,,,,
10101,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,14,13,4,9,3,9,6,22,10,12,9,11,122
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,2,0,0,1,0,0,0,3
10103,WEST POINT VOL. FIRE,WEST POINT VOL. FIRE,,,,,,,,,,,
Count,0,0,0,0,3,3,3,0,6,36,42,47,140
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,0,0,0,0,1,5,4,11
10104,MANGOHICK VOL. FIRE,MANGOHICK VOL. FIRE,,,,,,,,,,,
Count,3,9,0,3,0,2,1,3,3,2,4,1,31
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,3,1,2,5,2,3,3,1,22
Page 59 of 127,Page 59 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:10 EST 2012,Thu Mar 08 08:46:10 EST 2012
