Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”,Name: “Table 1 of 1 on page 84 of 127”
Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84,Table: 84
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
14504,FINE CREEK VOL. FIRE,FINE CREEK VOL. FIRE,,,,,,,,,,,
Count,29,46,37,21,33,41,44,48,24,25,22,5,375
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,5,1,4,4,1,3,0,3,4,3,2,32
14505,DEEP CREEK VOL. FIRE,DEEP CREEK VOL. FIRE,,,,,,,,,,,
Count,6,6,8,14,3,3,17,9,16,16,7,17,122
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,1,2,5,1,2,2,3,8,6,2,7,43
,HAMPDEN-SYDNEY VOL.,HAMPDEN-SYDNEY VOL.,HAMPDEN-SYDNEY VOL.,,,,,,,,,,
14702,,,,,,,,,,,,,
,FIRE DEPT.,,,,,,,,,,,,
Count,9,6,5,7,3,7,6,0,3,7,3,4,60
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,3,3,1,2,4,7,1,2,2,2,31
,DARLINGTON HEIGHTS VOL.,DARLINGTON HEIGHTS VOL.,DARLINGTON HEIGHTS VOL.,,,,,,,,,,
14703,,,,,,,,,,,,,
,F.D.,,,,,,,,,,,,
Count,4,4,0,1,2,3,5,8,2,2,5,7,43
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,1,0,0,0,0,0,0,0,0,0,1
Aid Given,2,2,0,0,1,2,3,2,1,5,0,1,19
Page 84 of 127,Page 84 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:00 EST 2012,Thu Mar 08 08:47:00 EST 2012
