Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”,Name: “Table 1 of 1 on page 15 of 127”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,HUDDLESTON VOL. FIRE,HUDDLESTON VOL. FIRE,HUDDLESTON VOL. FIRE,,,,,,,,,,
01904,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,0,6,7,4,0,0,7,10,7,9,6,8,64
Exposures,0,0,0,0,0,0,0,0,0,0,1,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,0,0,0,2,0,1,2,0,0,7
01905,MONETA FIRE DEPARTMENT,MONETA FIRE DEPARTMENT,MONETA FIRE DEPARTMENT,,,,,,,,,,
Count,19,6,30,25,20,34,26,18,19,15,18,19,249
Exposures,0,0,0,0,0,0,0,0,1,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,4,4,2,5,4,2,4,0,2,0,0,27
01907,MONTVALE VOL. FIRE DEPT.,MONTVALE VOL. FIRE DEPT.,MONTVALE VOL. FIRE DEPT.,,,,,,,,,,
Count,12,0,0,0,0,0,0,0,0,0,0,0,12
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
,STEWARTSVILLE VOL. FIRE,STEWARTSVILLE VOL. FIRE,STEWARTSVILLE VOL. FIRE,,,,,,,,,,
01908,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,18,16,14,21,20,20,16,21,21,18,17,20,222
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,2,3,0,0,2,0,1,0,1,0,12
Page 15 of 127,Page 15 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:39 EST 2012,Thu Mar 08 08:44:39 EST 2012
