Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”,Name: “Table 1 of 1 on page 105 of 127”
Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,POCAHONTAS VOL. FIRE,POCAHONTAS VOL. FIRE,POCAHONTAS VOL. FIRE,,,,,,,,,,
18504,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,0,0,0,0,0,2,4,3,5,6,4,2,26
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,2,1,0,1,2,0,6
18505,RICHLANDS VOL. FIRE DEPT.,RICHLANDS VOL. FIRE DEPT.,RICHLANDS VOL. FIRE DEPT.,,,,,,,,,,
Count,36,32,28,23,22,25,20,28,30,25,15,26,310
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,3,2,1,0,0,0,2,1,1,1,14
,TAZEWELL CO. VOL. FIRE,TAZEWELL CO. VOL. FIRE,TAZEWELL CO. VOL. FIRE,,,,,,,,,,
18506,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,6,4,7,0,0,0,0,0,0,0,0,0,17
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,0,0,0,0,0,0,0,0,0,0,0,7
,TOWN OF TAZEWELL FIRE,TOWN OF TAZEWELL FIRE,TOWN OF TAZEWELL FIRE,,,,,,,,,,
18507,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,15,7,12,12,10,10,11,14,18,8,10,7,134
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,2,0,3,1,0,1,1,2,2,13
Page 105 of 127,Page 105 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:04 EST 2012,Thu Mar 08 08:47:04 EST 2012
