Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”,Name: “Table 1 of 1 on page 100 of 127”
Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100,Table: 100
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
17306,SALTVILLE VOL. FIRE DEPT.,SALTVILLE VOL. FIRE DEPT.,SALTVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,4,4,5,2,6,10,9,11,9,11,11,11,93
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,1,1,1,0,0,0,0,3,2,0,10
,SUGAR GROVE VOL. FIRE,SUGAR GROVE VOL. FIRE,SUGAR GROVE VOL. FIRE,,,,,,,,,,
17307,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,4,1,0,0,3,2,3,0,0,0,0,0,13
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,1,1,0,0,0,0,0,0,0,0,2
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
17501,BOYKINS VOL. FIRE DEPT.,BOYKINS VOL. FIRE DEPT.,BOYKINS VOL. FIRE DEPT.,,,,,,,,,,
Count,2,2,7,2,2,0,5,4,0,2,1,1,28
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,6,3,2,3,3,1,1,2,1,0,1,23
,BRANCHVILLE VOL. FIRE,BRANCHVILLE VOL. FIRE,BRANCHVILLE VOL. FIRE,,,,,,,,,,
17502,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,7,0,0,0,0,0,0,0,0,0,1,1,9
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
Page 100 of 127,Page 100 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:03 EST 2012,Thu Mar 08 08:47:03 EST 2012
