Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”,Name: “Table 1 of 1 on page 81 of 127”
Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
14310,BACHELORS HALL,BACHELORS HALL,,,,,,,,,,,
Count,9,0,0,0,0,0,0,0,0,0,0,0,9
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,0,0,0,0,0,0,0,0,0,0,0,5
14311,CHATHAM,,,,,,,,,,,,
Count,24,21,21,30,27,20,20,15,12,10,20,8,228
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,5,3,8,1,4,2,5,2,1,2,1,40
14312,GRETNA,,,,,,,,,,,,
Count,16,10,8,17,10,12,20,15,6,6,16,15,151
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,3,4,1,0,8,8,1,1,2,2,38
,BROSVILLE COMMUNITY,BROSVILLE COMMUNITY,BROSVILLE COMMUNITY,,,,,,,,,,
14313,,,,,,,,,,,,,
,VOLUNTEER,,,,,,,,,,,,
Count,56,54,49,55,51,49,50,39,45,52,46,54,600
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,8,3,6,0,6,4,6,4,6,3,2,51
Page 81 of 127,Page 81 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:59 EST 2012,Thu Mar 08 08:46:59 EST 2012
