Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”,Name: “Table 1 of 1 on page 10 of 127”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
01502,DEERFIELD VOL. FIRE DEPT.,DEERFIELD VOL. FIRE DEPT.,DEERFIELD VOL. FIRE DEPT.,,,,,,,,,,
Count,8,8,9,8,11,12,11,12,10,13,9,12,123
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,1,1,1,1,1,2,0,0,1,10
,MIDDLEBROOK VOL. FIRE,MIDDLEBROOK VOL. FIRE,MIDDLEBROOK VOL. FIRE,,,,,,,,,,
01503,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,18,18,17,7,10,4,9,13,9,5,10,11,131
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,9,6,6,6,4,5,4,9,4,6,1,67
,CHURCHVILLE VOL. FIRE,CHURCHVILLE VOL. FIRE,CHURCHVILLE VOL. FIRE,,,,,,,,,,
01504,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,39,25,25,24,24,28,23,24,20,24,26,24,306
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,13,11,4,7,7,5,8,2,11,3,14,92
,WEYERS CAVE VOL. FIRE,WEYERS CAVE VOL. FIRE,WEYERS CAVE VOL. FIRE,,,,,,,,,,
01505,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,61,36,45,49,44,39,55,23,38,54,50,30,524
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,14,16,13,15,28,10,30,16,23,24,13,217
Page 10 of 127,Page 10 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:38 EST 2012,Thu Mar 08 08:44:38 EST 2012
