Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”,Name: “Table 1 of 1 on page 121 of 127”
Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
71000,Norfolk Fire-Rescue,Norfolk Fire-Rescue,,,,,,,,,,,
Count,"1,680","1,552",638,557,936,"1,034","1,831","2,104","1,934","1,778","1,574","2,011","17,629"
Exposures,3,0,0,0,4,4,2,0,0,0,0,3,16
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,2,0,1,0,4
72000,Norton Fire Department,Norton Fire Department,,,,,,,,,,,
Count,8,13,15,15,15,13,9,10,6,11,14,4,133
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,2,0,0,0,0,3
73000,Petersburg Fire and Rescue,Petersburg Fire and Rescue,Petersburg Fire and Rescue,,,,,,,,,,
Count,351,292,272,301,310,284,325,448,325,284,279,219,"3,690"
Exposures,0,0,1,1,0,1,0,0,0,0,0,0,3
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,7,2,3,1,2,4,3,3,7,4,44
73500,Poquoson Fire/Rescue,Poquoson Fire/Rescue,,,,,,,,,,,
Count,80,83,61,75,63,99,70,73,60,81,72,85,902
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,2,0,0,0,0,1,1,1,0,0,6
Page 121 of 127,Page 121 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:50:03 EST 2012,Thu Mar 08 08:50:03 EST 2012
