Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”,Name: “Table 1 of 1 on page 8 of 127”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00703,JETERSVILLE VOL. FIRE,JETERSVILLE VOL. FIRE,,,,,,,,,,,
Count,16,0,0,0,0,0,0,0,0,0,0,0,16
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,0,0,0,0,0,0,0,0,0,0,0,5
00704,MATTOAX VOL. FIRE DEPT.,MATTOAX VOL. FIRE DEPT.,MATTOAX VOL. FIRE DEPT.,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,1,0,0,1
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
00901,AMHERST VOL. FIRE DEPT.,AMHERST VOL. FIRE DEPT.,AMHERST VOL. FIRE DEPT.,,,,,,,,,,
Count,12,22,15,14,15,7,15,14,19,17,10,9,169
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,7,8,2,4,2,7,3,4,6,4,6,61
,MONELISON VOLUNTEER,MONELISON VOLUNTEER,MONELISON VOLUNTEER,,,,,,,,,,
00902,,,,,,,,,,,,,
,FIRE DEPT,,,,,,,,,,,,
Count,34,27,37,32,36,36,35,35,36,34,36,22,400
Exposures,0,1,1,0,0,0,0,0,0,0,0,0,2
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,7,4,3,3,1,3,3,5,2,0,4,36
Page 8 of 127,Page 8 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:37 EST 2012,Thu Mar 08 08:44:37 EST 2012
