Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”,Name: “Table 1 of 1 on page 7 of 127”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00505,SELMA VOL. FIRE DEPT.,SELMA VOL. FIRE DEPT.,SELMA VOL. FIRE DEPT.,,,,,,,,,,
Count,5,8,12,9,3,5,11,10,3,8,2,3,79
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,9,3,12,6,6,3,2,3,6,3,2,61
00506,SHARON VOL. FIRE DEPT.,SHARON VOL. FIRE DEPT.,SHARON VOL. FIRE DEPT.,,,,,,,,,,
Count,0,5,5,8,2,8,6,5,6,7,4,4,60
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,1,0,0,0,0,0,0,0,0,0,0,0,1
Aid Given,0,4,0,2,5,0,2,0,1,1,2,2,19
00701,AMELIA CO. VOL. FIRE DEPT.,AMELIA CO. VOL. FIRE DEPT.,AMELIA CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,12,0,0,0,0,0,0,0,0,0,0,0,12
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,0,0,0,0,0,0,0,0,0,0,0,7
00702,MANNBORO VOL. FIRE,MANNBORO VOL. FIRE,,,,,,,,,,,
Count,9,11,12,9,8,9,7,16,9,7,4,0,101
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,0,1,1,2,1,4,1,1,4,0,19
Page 7 of 127,Page 7 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:37 EST 2012,Thu Mar 08 08:44:37 EST 2012
