Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”,Name: “Table 1 of 1 on page 85 of 127”
Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85,Table: 85
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
14704,PROSPECT VOL. FIRE DEPT.,PROSPECT VOL. FIRE DEPT.,PROSPECT VOL. FIRE DEPT.,,,,,,,,,,
Count,10,8,3,5,8,4,2,8,3,7,2,1,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,4,3,0,2,3,5,4,0,0,0,4,29
14900,PRINCE GEORGE FIRE &,PRINCE GEORGE FIRE &,PRINCE GEORGE FIRE &,,,,,,,,,,
Count,75,97,94,114,90,103,118,305,109,89,94,82,"1,370"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,6,5,12,1,2,0,8,10,4,7,5,66
,PRINCE WILLIAM FIRE &,PRINCE WILLIAM FIRE &,,,,,,,,,,,
15301,,,,,,,,,,,,,
,RESCUE,,,,,,,,,,,,
Count,"2,078","1,969","2,082","2,025","2,140","1,314",643,"1,731","1,706","1,449",492,363,"17,992"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,0,4,5,1,6,24,12,18,5,6,85
15500,Pulaski Co. Emergency Mgmt,Pulaski Co. Emergency Mgmt,Pulaski Co. Emergency Mgmt,,,,,,,,,,
Count,0,2,0,0,0,0,0,0,0,0,0,3,5
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,1,0,1,1,0,0,5,2,1,1,15
Page 85 of 127,Page 85 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:01 EST 2012,Thu Mar 08 08:47:01 EST 2012
