Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”,Name: “Table 1 of 1 on page 19 of 127”
Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
02305,EAGLE ROCK VOL. FIRE,EAGLE ROCK VOL. FIRE,,,,,,,,,,,
Count,6,9,9,5,2,9,5,10,2,0,0,0,57
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,0,2,2,3,2,6,0,0,0,0,19
,GLEN WILTON VOL. FIRE,GLEN WILTON VOL. FIRE,GLEN WILTON VOL. FIRE,,,,,,,,,,
02306,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,4,6,0,5,0,7,3,5,7,2,4,7,50
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,1,0,3,0,1,0,6,1,1,0,1,18
02501,ALBERTA VOL. FIRE DEPT.,ALBERTA VOL. FIRE DEPT.,ALBERTA VOL. FIRE DEPT.,,,,,,,,,,
Count,47,47,44,40,43,38,50,59,41,55,46,47,557
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,14,15,17,12,16,6,18,8,6,11,11,149
02502,Brodnax Vol. Fire Dept.,Brodnax Vol. Fire Dept.,,,,,,,,,,,
Count,7,5,4,4,8,5,5,3,1,2,8,6,58
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,0,0,0,3,4,6,1,2,0,3,22
Page 19 of 127,Page 19 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:39 EST 2012,Thu Mar 08 08:44:39 EST 2012
