Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”,Name: “Table 1 of 1 on page 2 of 127”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,ACCOMACK CO. PUBLIC,ACCOMACK CO. PUBLIC,,,,,,,,,,,
00100,,,,,,,,,,,,,
,SAFETY,,,,,,,,,,,,
Count,0,0,2,1,0,0,1,0,1,0,1,0,6
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,22,38,18,33,30,39,29,42,25,37,38,33,384
,NEW CHURCH VOL. FIRE,NEW CHURCH VOL. FIRE,NEW CHURCH VOL. FIRE,,,,,,,,,,
00101,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,7,4,15,16,8,9,13,6,9,9,3,13,112
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,4,3,1,7,12,6,5,4,3,6,5,59
,GREENBACKVILLE VOL. FIRE,GREENBACKVILLE VOL. FIRE,GREENBACKVILLE VOL. FIRE,,,,,,,,,,
00102,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,1,6,2,2,2,2,3,8,3,0,0,2,31
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,5,5,4,4,3,3,1,1,1,2,2,32
,CHINCOTEAGUE VOL. FIRE,CHINCOTEAGUE VOL. FIRE,CHINCOTEAGUE VOL. FIRE,,,,,,,,,,
00103,,,,,,,,,,,,,
,CO.,,,,,,,,,,,,
Count,46,53,53,75,77,75,100,118,54,54,45,52,802
Exposures,0,2,0,0,0,0,0,0,0,0,0,0,2
No Activity,0,0,0,0,0,0,0,1,0,0,0,0,1
Aid Given,3,5,5,6,11,3,7,11,4,7,8,10,80
Page 2 of 127,Page 2 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:44:37 EST 2012,Thu Mar 08 08:44:37 EST 2012
