Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”,Name: “Table 1 of 1 on page 93 of 127”
Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
16501,SINGERS GLEN VOL. FIRE,SINGERS GLEN VOL. FIRE,SINGERS GLEN VOL. FIRE,,,,,,,,,,
Count,8,9,8,13,12,3,5,13,11,7,12,7,108
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,6,1,2,1,1,3,5,5,5,3,2,38
16502,BERGTON VOL. FIRE CO.,BERGTON VOL. FIRE CO.,BERGTON VOL. FIRE CO.,,,,,,,,,,
Count,2,6,8,2,11,8,7,7,7,7,4,2,71
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,0,2,0,0,0,0,0,0,0,0,5
16503,Elkton Fire Company,Elkton Fire Company,,,,,,,,,,,
Count,78,69,29,75,65,78,89,66,67,54,52,62,784
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,10,6,3,10,7,3,4,4,5,5,2,8,67
16505,Broadway Vol. Fire Dept.,Broadway Vol. Fire Dept.,,,,,,,,,,,
Count,59,73,67,57,76,66,72,64,70,58,65,55,782
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,9,8,4,4,7,7,8,6,5,5,3,74
Page 93 of 127,Page 93 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:02 EST 2012,Thu Mar 08 08:47:02 EST 2012
