Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”,Name: “Table 1 of 1 on page 61 of 127”
Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2011,Report Period: 2011,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
10506,ST. CHARLES VOL. FIRE,ST. CHARLES VOL. FIRE,,,,,,,,,,,
Count,3,0,6,3,1,0,2,2,0,2,3,3,25
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,0,1,0,0,0,1,3,0,0,7
,Thomas Walker Vol Fire Dept,Thomas Walker Vol Fire Dept,Thomas Walker Vol Fire Dept,,,,,,,,,,
10508,,,,,,,,,,,,,
,#2,,,,,,,,,,,,
Count,1,1,3,1,0,1,1,1,2,3,0,0,14
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,1,0,0,0,0,0,1,0,2
Aid Given,0,2,0,0,0,0,0,0,0,0,0,2,4
10512,JASPER VOL. FIRE DEPT.,JASPER VOL. FIRE DEPT.,JASPER VOL. FIRE DEPT.,,,,,,,,,,
Count,2,5,3,3,14,1,11,3,5,0,0,0,47
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,0,0,0,3,0,0,0,0,0,5
10700,Loudoun Co. Fire & Rescue,Loudoun Co. Fire & Rescue,Loudoun Co. Fire & Rescue,,,,,,,,,,
Count,204,200,203,171,201,219,193,183,205,187,150,153,"2,269"
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,28,27,28,25,17,43,25,33,21,25,19,29,320
Page 61 of 127,Page 61 of 127,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:46:11 EST 2012,Thu Mar 08 08:46:11 EST 2012
