Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”,Name: “Table 1 of 1 on page 58 of 82”
Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
15703,AMISSVILLE VOLUNTEER FIRE &,AMISSVILLE VOLUNTEER FIRE &,AMISSVILLE VOLUNTEER FIRE &,,,,,,,,,,
Count,26,30,38,21,21,35,26,16,20,24,20,20,297
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,25,19,18,26,11,12,16,10,10,7,9,14,177
15705,CASTLETON VOL. FIRE DEPT.,CASTLETON VOL. FIRE DEPT.,CASTLETON VOL. FIRE DEPT.,,,,,,,,,,
Count,12,3,4,4,2,6,3,2,1,1,5,2,45
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,5,7,2,1,1,0,1,1,2,2,27
15706,CHESTER GAP VOL. FIRE DEPT.,CHESTER GAP VOL. FIRE DEPT.,CHESTER GAP VOL. FIRE DEPT.,,,,,,,,,,
Count,1,3,5,0,1,2,4,3,1,3,2,0,25
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,13,13,6,7,5,20,6,16,11,10,11,12,130
16100,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,,,,,,,,,,
Count,862,783,954,903,827,834,863,842,834,905,859,931,"10,397"
Exposures,0,0,0,2,0,0,0,1,0,0,0,0,3
Aid Given,23,15,24,14,11,15,7,47,21,15,23,13,228
16102,VINTON VOL. FIRE DEPT.,VINTON VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,0,0,7,10,15,11,7,11,12,5,6,84
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,2,2
16112,READ MT. VFD STATION #12,READ MT. VFD STATION #12,,,,,,,,,,,
Count,54,31,45,31,29,43,47,41,46,52,39,39,497
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,85,73,59,75,63,72,82,76,53,50,52,56,796
Page 58 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:22 AM,4/18/07 8:58:22 AM
