Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
14704,PROSPECT VOL. FIRE DEPT.,PROSPECT VOL. FIRE DEPT.,PROSPECT VOL. FIRE DEPT.,,,,,,,,,,
Count,4,11,7,7,3,4,7,5,7,4,3,11,73
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,4,1,2,1,2,1,0,2,0,2,19
14900,PRINCE GEORGE FIRE & EMS,PRINCE GEORGE FIRE & EMS,PRINCE GEORGE FIRE & EMS,,,,,,,,,,
Count,97,98,105,61,64,69,122,106,125,91,93,77,"1,108"
Exposures,0,1,0,1,0,1,0,0,0,0,0,0,3
Aid Given,5,3,9,8,4,7,6,7,0,0,1,7,57
15301,PRINCE WILLIAM FIRE & RESCUE,PRINCE WILLIAM FIRE & RESCUE,PRINCE WILLIAM FIRE & RESCUE,,,,,,,,,,
Count,"1,078",923,823,624,677,716,572,611,618,600,596,660,"8,498"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
15501,DRAPER VOL. FIRE DEPT.,DRAPER VOL. FIRE DEPT.,,,,,,,,,,,
Count,7,7,6,16,5,13,6,7,8,6,4,11,96
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,1,0,0,0,0,0,0,0,2
15502,Dublin Volunteer Fire Departme,Dublin Volunteer Fire Departme,Dublin Volunteer Fire Departme,,,,,,,,,,
Count,22,13,26,21,16,23,35,24,23,20,14,29,266
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,3,0,0,2,1,0,1,0,2,0,10
15503,FAIRLAWN VOL. FIRE DEPT.,FAIRLAWN VOL. FIRE DEPT.,,,,,,,,,,,
Count,9,6,11,13,10,5,18,14,12,15,16,14,143
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,3,1,0,0,2,0,0,0,1,0,8
Page 56 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:22 AM,4/18/07 8:58:22 AM
