Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
02304,FINCASTLE VOL. FIRE DEPT.,FINCASTLE VOL. FIRE DEPT.,FINCASTLE VOL. FIRE DEPT.,,,,,,,,,,
Count,6,14,13,16,12,9,0,0,0,0,0,0,70
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,5,4,8,2,6,0,0,0,0,0,0,28
02305,EAGLE ROCK VOL. FIRE DEPT.,EAGLE ROCK VOL. FIRE DEPT.,EAGLE ROCK VOL. FIRE DEPT.,,,,,,,,,,
Count,2,1,1,9,5,1,7,0,0,0,0,0,26
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,0,3,0,1,3,0,0,0,0,0,9
02306,GLEN WILTON VOL. FIRE DEPT.,GLEN WILTON VOL. FIRE DEPT.,GLEN WILTON VOL. FIRE DEPT.,,,,,,,,,,
Count,3,3,5,5,4,6,1,3,2,9,9,6,56
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,1,0,3,2,0,0,7
02501,ALBERTA VOL. FIRE DEPT.,ALBERTA VOL. FIRE DEPT.,,,,,,,,,,,
Count,22,23,8,1,0,0,0,0,0,0,0,0,54
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,0,0,0,0,0,0,0,0,0,0,3
02502,Brodnax Vol. Fire Dept.,Brodnax Vol. Fire Dept.,,,,,,,,,,,
Count,3,4,5,7,4,5,5,5,1,5,6,3,53
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,0,0,1,0,0,0,0,0,0,0,3
02503,DOLPHIN VOL. FIRE DEPT.,DOLPHIN VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,5,6,6,3,5,3,3,4,4,3,2,50
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,6,2,0,1,1,0,2,3,1,3,1,20
Page 12 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:01 AM,4/18/07 8:58:01 AM
