Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
05101,Clintwood Vol. Fire Dept.,Clintwood Vol. Fire Dept.,,,,,,,,,,,
Count,7,15,25,21,14,17,17,19,12,12,16,19,194
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,0,0,0,0,0,1,0,1,0,1,7
05102,Haysi VFD,,,,,,,,,,,,
Count,5,3,8,8,22,12,14,8,8,11,6,0,105
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,1,0,1,1,2,0,0,7
05103,Clinchco Vol. Fire Department,Clinchco Vol. Fire Department,Clinchco Vol. Fire Department,,,,,,,,,,
Count,6,6,2,4,1,6,6,3,0,0,1,0,35
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,3,5,7,2,3,2,0,0,0,0,0,25
05104,SANDY RIDGE VOL. FIRE DEPT.,SANDY RIDGE VOL. FIRE DEPT.,SANDY RIDGE VOL. FIRE DEPT.,,,,,,,,,,
Count,4,0,0,0,0,0,0,0,0,0,0,0,4
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
05301,Dinwiddie Vol. Fire & Rescue,Dinwiddie Vol. Fire & Rescue,Dinwiddie Vol. Fire & Rescue,,,,,,,,,,
Count,42,27,26,33,41,46,42,46,39,35,25,33,435
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,10,23,13,13,9,19,16,16,19,21,32,200
05302,FORD VOL. FIRE DEPT.,FORD VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,10,7,8,6,9,4,0,0,0,1,9,54
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,0,0,1,0,1,0,0,0,0,4
Page 21 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:04 AM,4/18/07 8:58:04 AM
