Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
16302,GLASGOW VOL. FIRE DEPT.,GLASGOW VOL. FIRE DEPT.,GLASGOW VOL. FIRE DEPT.,,,,,,,,,,
Count,9,7,12,9,8,11,7,8,2,13,13,11,110
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,7,12,11,13,8,6,6,6,8,20,8,119
16304,KERRS CREEK VOL. FIRE DEPT.,KERRS CREEK VOL. FIRE DEPT.,KERRS CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,12,9,12,13,9,14,1,0,0,0,0,0,70
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,5,4,8,10,5,0,0,0,0,0,0,37
16305,RAPHINE VOL. FIRE DEPT.,RAPHINE VOL. FIRE DEPT.,,,,,,,,,,,
Count,43,34,34,32,47,55,44,49,35,42,48,43,506
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,3,3,0,0,0,3,1,0,1,5,5,28
16306,ROCKBRIDGE-BATHS VOL FIRE,ROCKBRIDGE-BATHS VOL FIRE,ROCKBRIDGE-BATHS VOL FIRE,,,,,,,,,,
Count,7,4,3,5,11,14,6,5,8,11,9,4,87
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,2,2,1,1,3,0,0,1,0,0,15
16307,SOUTH RIVER VOLUNTEER FIRE,SOUTH RIVER VOLUNTEER FIRE,SOUTH RIVER VOLUNTEER FIRE,,,,,,,,,,
Count,27,20,32,30,28,50,29,23,20,38,39,19,355
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,7,8,5,8,5,7,10,6,9,13,7,97
16309,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,,,,,,,,,,
Count,28,16,26,30,27,20,21,21,19,31,28,20,287
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,6,11,8,13,14,17,9,9,7,7,9,118
Page 59 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:23 AM,4/18/07 8:58:23 AM
