Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”,Name: “Table 1 of 1 on page 8 of 82”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
01510,AUGUSTA COUNTY FIRE,AUGUSTA COUNTY FIRE,,,,,,,,,,,
Count,82,109,103,81,125,119,108,104,109,106,101,115,"1,262"
Exposures,0,0,2,1,0,0,0,0,0,0,0,0,3
Aid Given,20,22,28,13,17,26,16,13,19,25,21,10,230
01511,PRESTON L. YANCEY VOL. FIRE,PRESTON L. YANCEY VOL. FIRE,PRESTON L. YANCEY VOL. FIRE,,,,,,,,,,
Count,55,58,76,61,73,62,64,63,60,64,62,55,753
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,17,10,10,11,12,14,16,6,3,9,8,9,125
01514,SWOOPE VOL. FIRE DEPT.,SWOOPE VOL. FIRE DEPT.,,,,,,,,,,,
Count,7,10,18,6,11,9,7,7,8,10,11,13,117
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,16,10,9,3,7,6,9,9,13,10,97
01518,NEW HOPE,,,,,,,,,,,,
Count,12,22,12,12,16,20,12,11,5,3,1,7,133
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,10,8,12,8,13,10,11,7,0,3,0,93
01519,DOOMS/WILSON VOL.FIRE DEPT.,DOOMS/WILSON VOL.FIRE DEPT.,DOOMS/WILSON VOL.FIRE DEPT.,,,,,,,,,,
Count,20,8,17,13,19,23,15,16,12,8,22,17,190
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,4,2,1,1,1,2,0,1,1,2,1,16
01521,MT SOLON,,,,,,,,,,,,
Count,8,15,22,19,27,19,17,21,14,21,27,20,230
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,8,2,1,0,4,2,3,5,1,6,38
Page 8 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:57:59 AM,4/18/07 8:57:59 AM
