Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”,Name: “Table 1 of 1 on page 7 of 82”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
01504,CHURCHVILLE VOL. FIRE DEPT.,CHURCHVILLE VOL. FIRE DEPT.,CHURCHVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,35,43,40,43,38,42,41,21,32,35,45,38,453
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,10,14,8,10,3,4,3,4,10,6,3,79
01505,WEYERS CAVE VOL. FIRE DEPT.,WEYERS CAVE VOL. FIRE DEPT.,WEYERS CAVE VOL. FIRE DEPT.,,,,,,,,,,
Count,42,55,36,31,44,28,10,12,34,23,44,44,403
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,6,14,6,4,0,1,0,8,0,1,2,51
01506,VERONA FIRE DEPARTMENT,VERONA FIRE DEPARTMENT,VERONA FIRE DEPARTMENT,,,,,,,,,,
Count,60,65,78,55,57,85,67,68,72,92,71,59,829
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,12,7,3,9,7,8,3,4,7,5,8,77
01507,STUARTS DRAFT VOL. FIRE,STUARTS DRAFT VOL. FIRE,,,,,,,,,,,
Count,76,65,92,79,78,72,72,64,72,57,69,78,874
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,12,10,8,21,9,14,16,8,10,6,1,129
01508,CRAIGSVILLE VOL. FIRE DEPT.,CRAIGSVILLE VOL. FIRE DEPT.,CRAIGSVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,7,6,10,11,6,8,6,10,6,7,5,14,96
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,1,2,1,0,0,0,0,1,6
01509,DOOMS VOL. FIRE DEPT.,DOOMS VOL. FIRE DEPT.,,,,,,,,,,,
Count,64,32,61,50,51,71,46,53,48,55,54,44,629
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,6,2,4,5,2,1,2,1,0,3,0,30
Page 7 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:57:58 AM,4/18/07 8:57:58 AM
