Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”
Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
11901,HARTFIELD VOL. FIRE DEPT.,HARTFIELD VOL. FIRE DEPT.,HARTFIELD VOL. FIRE DEPT.,,,,,,,,,,
Count,7,7,9,7,5,7,3,8,6,5,7,3,74
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
11902,LOWER MIDDLESEX VOL. FIRE,LOWER MIDDLESEX VOL. FIRE,LOWER MIDDLESEX VOL. FIRE,,,,,,,,,,
Count,2,3,4,1,2,1,3,3,5,1,0,2,27
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
11903,MIDDLESEX VOL. FIRE DEPT.,MIDDLESEX VOL. FIRE DEPT.,MIDDLESEX VOL. FIRE DEPT.,,,,,,,,,,
Count,5,5,6,5,2,6,29,5,12,0,0,0,75
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
Aid Given,0,0,1,0,0,0,0,0,0,0,0,0,1
12102,Blacksburg Fire Department,Blacksburg Fire Department,,,,,,,,,,,
Count,87,89,88,101,95,60,89,102,106,0,0,0,817
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,1,1,0,0,0,0,0,0,0,3
12103,CHRISTIANSBURG FIRE,CHRISTIANSBURG FIRE,,,,,,,,,,,
Count,51,69,80,87,79,62,60,54,58,59,65,60,784
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,0,0,0,0,0,0,0,0,1,5
12104,Elliston Volunteer Fire Depart,Elliston Volunteer Fire Depart,Elliston Volunteer Fire Depart,,,,,,,,,,
Count,10,15,22,24,15,24,13,22,11,20,27,17,220
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,2,2,2,2,4,6,14,7,6,9,4,64
Page 45 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:16 AM,4/18/07 8:58:16 AM
