Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”,Name: “Table 1 of 1 on page 5 of 82”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
00505,SELMA VOL. FIRE DEPT.,SELMA VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,5,7,3,5,4,6,5,2,3,3,0,48
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
Aid Given,7,4,8,5,4,6,7,4,6,4,3,0,58
00506,SHARON VOL. FIRE DEPT.,SHARON VOL. FIRE DEPT.,,,,,,,,,,,
Count,5,5,2,6,2,12,5,7,3,1,3,4,55
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,5,1,3,1,1,0,0,1,0,0,2,17
00701,AMELIA CO. VOL. FIRE DEPT.,AMELIA CO. VOL. FIRE DEPT.,AMELIA CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,11,5,18,16,10,9,10,13,12,0,0,0,104
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,1,0,0,0,1
00702,MANNBORO VOL. FIRE DEPT.,MANNBORO VOL. FIRE DEPT.,MANNBORO VOL. FIRE DEPT.,,,,,,,,,,
Count,3,8,9,11,10,7,7,10,4,5,8,8,90
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,4,1,5,1,3,1,0,1,1,3,25
00704,MATTOAX VOL. FIRE DEPT.,MATTOAX VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,10,13,3,3,11,6,3,4,8,7,5,79
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,3,3,0,0,0,1,3,2,4,2,4,26
00705,PAINVILLE VOL. FIRE DEPT.,PAINVILLE VOL. FIRE DEPT.,,,,,,,,,,,
Count,1,1,6,0,0,0,0,0,0,0,0,0,8
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 5 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:57:57 AM,4/18/07 8:57:57 AM
