Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06706,Glade Hill Fire Dept.,Glade Hill Fire Dept.,,,,,,,,,,,
Count,6,6,10,8,10,8,7,6,5,4,5,4,79
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,3,7,3,2,1,5,1,1,2,3,30
06707,ROCKY MOUNT FIRE,ROCKY MOUNT FIRE,,,,,,,,,,,
Count,22,24,35,33,29,35,22,27,33,39,29,27,355
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,0,0,0,0,0,0,0,0,0,0,3
06708,SCRUGGS VOL. FIRE DEPT.,SCRUGGS VOL. FIRE DEPT.,,,,,,,,,,,
Count,10,3,12,14,3,14,12,12,5,7,5,6,103
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,3,0,0,2,3,0,1,0,1,12
06709,Smith Mountain Dock & Lodge,Smith Mountain Dock & Lodge,Smith Mountain Dock & Lodge,,,,,,,,,,
Count,12,2,9,12,20,17,67,41,28,11,5,6,230
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,4,4,6,5,8,14,11,3,6,3,10,74
06710,SNOW CREEK VOL. FIRE DEPT.,SNOW CREEK VOL. FIRE DEPT.,SNOW CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,4,1,3,5,5,4,3,8,3,3,4,2,45
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,3,3,1,0,0,1,1,0,1,0,12
06900,Frederick County Fire and Resc,Frederick County Fire and Resc,Frederick County Fire and Resc,,,,,,,,,,
Count,18,26,34,25,22,17,41,41,38,19,19,14,314
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,59,50,48,46,51,62,53,64,50,51,38,41,613
Page 26 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:07 AM,4/18/07 8:58:07 AM
