Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,
Report Period:,Report Period:,2006,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
06911,Stephens City,,,,,,,,,,,,
Count,17,0,0,35,8,100,46,59,58,65,68,54,510
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,9,0,2,1,5,2,2,21
06912,Middletown,,,,,,,,,,,,
Count,27,23,37,29,29,34,45,31,29,42,31,24,381
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,39,41,43,50,67,33,58,76,54,46,44,74,625
06913,Clearbrook,,,,,,,,,,,,
Count,71,65,72,42,38,94,74,113,71,69,64,71,844
Exposures,0,0,0,0,1,0,0,0,0,0,0,0,1
Aid Given,24,29,29,24,25,22,18,20,22,15,11,17,256
06914,GORE VOL. FIRE DEPT.,GORE VOL. FIRE DEPT.,,,,,,,,,,,
Count,18,19,11,8,4,7,7,4,8,5,11,10,112
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,15,20,7,4,2,1,4,2,1,2,7,8,73
06915,Round Hill,,,,,,,,,,,,
Count,61,54,77,67,67,84,58,57,64,59,70,96,814
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,20,33,33,31,22,36,32,42,21,24,34,25,353
06916,Gainesboro,,,,,,,,,,,,
Count,17,23,19,47,58,40,33,29,49,60,39,33,447
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,23,29,39,33,26,32,30,30,20,26,32,27,347
Page 27 of 82,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,4/18/07 8:58:08 AM,4/18/07 8:58:08 AM
